"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","1","0","0","0","-2.8","2.1","0.6","0","-2.8","0","0"
"1","1","1","0","0","-3.6","2.6","0.6","0","-3.6","0","0"
"1","1","2","0","0","-4.4","2.4","0.6","0","-4.4","0","0"
"1","1","3","0","0","-5.1","2.3","0.6","0","-5.1","0","0"
"1","1","4","0","0","-5.8","2.1","0.6","0","-5.8","0","0"
"1","1","5","0","0","-6.3","2.4","0.6","0","-6.3","0","0"
"1","1","6","0","0","-7","2.8","0.6","0","-7","0","0"
"1","1","7","0","0","-7.5","3.1","0.6","0","-7.5","0","0"
"1","1","8","0","0","-7.8","2.2","0.6","0","-7.8","0","0"
"1","1","9","0","4","-8","1.4","0.6","3.879","-7.894","7.962","0"
"1","1","10","178","25","-8.3","0.5","0.6","110.52","-4.555","248.919","224.245"
"1","1","11","152","49","-7.7","0.7","0.6","144.566","-2.269","492.962","459.64"
"1","1","12","317","36","-7.1","0.8","0.6","209.784","0.63","734.978","693.08"
"1","1","13","192","34","-6.5","1","0.6","144.236","-1.523","480.637","447.752"
"1","1","14","0","22","-5.9","1.2","0.6","23.829","-5.222","51.809","34.119"
"1","1","15","0","0","-5.3","1.3","0.6","0","0","0","0"
"1","1","16","0","0","-4.7","1.5","0.6","0","-4.7","0","0"
"1","1","17","0","0","-4.4","1.7","0.6","0","-4.4","0","0"
"1","1","18","0","0","-4.2","1.9","0.6","0","-4.2","0","0"
"1","1","19","0","0","-3.9","2.1","0.6","0","-3.9","0","0"
"1","1","20","0","0","-3.8","1.9","0.6","0","-3.8","0","0"
"1","1","21","0","0","-3.6","1.7","0.6","0","-3.6","0","0"
"1","1","22","0","0","-3.5","1.5","0.6","0","-3.5","0","0"
"1","1","23","0","0","-3.4","1.3","0.6","0","-3.4","0","0"
"1","2","0","0","0","-3.3","1.2","0.6","0","-3.3","0","0"
"1","2","1","0","0","-3.2","1","0.6","0","-3.2","0","0"
"1","2","2","0","0","-3.3","1.5","0.6","0","-3.3","0","0"
"1","2","3","0","0","-3.5","2.1","0.6","0","-3.5","0","0"
"1","2","4","0","0","-3.6","2.6","0.6","0","-3.6","0","0"
"1","2","5","0","0","-3.7","2.8","0.6","0","-3.7","0","0"
"1","2","6","0","0","-3.8","2.9","0.6","0","-3.8","0","0"
"1","2","7","0","0","-3.9","3.1","0.6","0","-3.9","0","0"
"1","2","8","0","0","-4.2","2.6","0.6","0","-4.2","0","0"
"1","2","9","0","2","-4.6","2","0.6","1.94","-4.554","3.796","0"
"1","2","10","0","15","-4.9","1.5","0.6","14.396","-4.518","30.547","13.61"
"1","2","11","0","27","-4.9","1.9","0.6","26.029","-4.164","84.157","65.321"
"1","2","12","0","31","-4.8","2.2","0.6","30.329","-3.988","100.635","81.215"
"1","2","13","0","24","-4.8","2.6","0.6","23.05","-4.233","73.066","54.622"
"1","2","14","0","12","-5.1","2.2","0.6","11.512","-4.836","24.236","7.523"
"1","2","15","0","0","-5.3","1.9","0.6","0","0","0","0"
"1","2","16","0","0","-5.6","1.5","0.6","0","-5.6","0","0"
"1","2","17","0","0","-5.7","1.5","0.6","0","-5.7","0","0"
"1","2","18","0","0","-5.7","1.5","0.6","0","-5.7","0","0"
"1","2","19","0","0","-5.8","1.5","0.6","0","-5.8","0","0"
"1","2","20","0","0","-5.4","2","0.6","0","-5.4","0","0"
"1","2","21","0","0","-5.1","2.6","0.6","0","-5.1","0","0"
"1","2","22","0","0","-4.7","3.1","0.6","0","-4.7","0","0"
"1","2","23","0","0","-5","3.1","0.6","0","-5","0","0"
"1","3","0","0","0","-5.2","3.1","0.6","0","-5.2","0","0"
"1","3","1","0","0","-5.5","3.1","0.6","0","-5.5","0","0"
"1","3","2","0","0","-6.6","2.8","0.6","0","-6.6","0","0"
"1","3","3","0","0","-7.7","2.4","0.6","0","-7.7","0","0"
"1","3","4","0","0","-8.8","2.1","0.6","0","-8.8","0","0"
"1","3","5","0","0","-10","2.3","0.6","0","-10","0","0"
"1","3","6","0","0","-11.3","2.4","0.6","0","-11.3","0","0"
"1","3","7","0","0","-12.5","2.6","0.6","0","-12.5","0","0"
"1","3","8","0","0","-12.6","2.2","0.6","0","-12.6","0","0"
"1","3","9","0","4","-12.8","1.9","0.6","3.879","-12.705","8.146","0"
"1","3","10","215","25","-12.9","1.5","0.6","124.36","-9.637","286.269","260.271"
"1","3","11","174","51","-12.7","1.5","0.6","157.175","-7.85","551.649","516.248"
"1","3","12","370","37","-12.5","1.5","0.6","235.968","-5.166","850.566","804.573"
"1","3","13","309","33","-12.3","1.5","0.6","194.107","-6.336","671.479","631.831"
"1","3","14","78","27","-13.3","1.5","0.6","69.252","-11.479","157.983","136.53"
"1","3","15","0","1","-14.4","1.5","0.6","0.97","-14.374","0","0"
"1","3","16","0","0","-15.4","1.5","0.6","0","-15.4","0","0"
"1","3","17","0","0","-15.2","1.5","0.6","0","-15.2","0","0"
"1","3","18","0","0","-14.9","1.5","0.6","0","-14.9","0","0"
"1","3","19","0","0","-14.7","1.5","0.6","0","-14.7","0","0"
"1","3","20","0","0","-15.1","1.2","0.6","0","-15.1","0","0"
"1","3","21","0","0","-15.6","0.8","0.6","0","-15.6","0","0"
"1","3","22","0","0","-16","0.5","0.6","0","-16","0","0"
"1","3","23","0","0","-15.9","0.5","0.6","0","-15.9","0","0"
"1","4","0","0","0","-15.9","0.5","0.6","0","-15.9","0","0"
"1","4","1","0","0","-15.8","0.5","0.6","0","-15.8","0","0"
"1","4","2","0","0","-13.3","0.7","0.6","0","-13.3","0","0"
"1","4","3","0","0","-10.8","0.8","0.6","0","-10.8","0","0"
"1","4","4","0","0","-8.3","1","0.6","0","-8.3","0","0"
"1","4","5","0","0","-6.7","1.9","0.6","0","-6.7","0","0"
"1","4","6","0","0","-5","2.7","0.6","0","-5","0","0"
"1","4","7","0","0","-3.4","3.6","0.6","0","-3.4","0","0"
"1","4","8","0","0","-2.9","3.9","0.6","0","-2.9","0","0"
"1","4","9","0","2","-2.4","4.3","0.6","1.94","-2.368","3.753","0"
"1","4","10","0","15","-1.9","4.6","0.6","14.395","-1.675","30.158","13.236"
"1","4","11","0","28","-1.9","5.6","0.6","27.122","-1.465","87.369","68.419"
"1","4","12","0","32","-1.8","6.7","0.6","31.377","-1.352","103.539","84.016"
"1","4","13","0","26","-1.8","7.7","0.6","24.977","-1.479","79.342","60.677"
"1","4","14","0","13","-1.9","7.7","0.6","12.473","-1.762","25.983","9.208"
"1","4","15","0","1","-1.9","7.7","0.6","0.97","-1.889","0","0"
"1","4","16","0","0","-2","7.7","0.6","0","-2","0","0"
"1","4","17","0","0","-1.8","6.8","0.6","0","-1.8","0","0"
"1","4","18","0","0","-1.6","6","0.6","0","-1.6","0","0"
"1","4","19","0","0","-1.4","5.1","0.6","0","-1.4","0","0"
"1","4","20","0","0","-1.2","4.8","0.6","0","-1.2","0","0"
"1","4","21","0","0","-0.9","4.4","0.6","0","-0.9","0","0"
"1","4","22","0","0","-0.7","4.1","0.6","0","-0.7","0","0"
"1","4","23","0","0","-0.7","4.1","0.6","0","-0.7","0","0"
"1","5","0","0","0","-0.6","4.1","0.6","0","-0.6","0","0"
"1","5","1","0","0","-0.6","4.1","0.6","0","-0.6","0","0"
"1","5","2","0","0","-0.5","4.8","0.6","0","-0.5","0","0"
"1","5","3","0","0","-0.3","5.5","0.6","0","-0.3","0","0"
"1","5","4","0","0","-0.2","6.2","0.6","0","-0.2","0","0"
"1","5","5","0","0","-0.3","6.2","0.6","0","-0.3","0","0"
"1","5","6","0","0","-0.4","6.2","0.6","0","-0.4","0","0"
"1","5","7","0","0","-0.5","6.2","0.6","0","-0.5","0","0"
"1","5","8","0","0","-0.6","5.8","0.6","0","-0.6","0","0"
"1","5","9","0","3","-0.6","5.5","0.6","2.91","-0.559","5.683","0"
"1","5","10","8","24","-0.7","5.1","0.6","30.305","-0.257","64.943","46.787"
"1","5","11","101","33","-0.8","5.1","0.6","94.51","0.814","318.112","290.986"
"1","5","12","33","47","-1","5.1","0.6","72.021","0.236","245.036","220.499"
"1","5","13","24","39","-1.1","5.1","0.6","57.315","-0.125","188.131","165.611"
"1","5","14","0","18","-1.2","5.1","0.6","17.481","-0.944","36.81","19.652"
"1","5","15","0","1","-1.2","5.1","0.6","0.97","-1.186","0","0"
"1","5","16","0","0","-1.3","5.1","0.6","0","-1.3","0","0"
"1","5","17","0","0","-1.4","4.9","0.6","0","-1.4","0","0"
"1","5","18","0","0","-1.4","4.8","0.6","0","-1.4","0","0"
"1","5","19","0","0","-1.5","4.6","0.6","0","-1.5","0","0"
"1","5","20","0","0","-1.6","4.6","0.6","0","-1.6","0","0"
"1","5","21","0","0","-1.6","4.6","0.6","0","-1.6","0","0"
"1","5","22","0","0","-1.7","4.6","0.6","0","-1.7","0","0"
"1","5","23","0","0","-1.8","4.3","0.6","0","-1.8","0","0"
"1","6","0","0","0","-1.8","3.9","0.6","0","-1.8","0","0"
"1","6","1","0","0","-1.9","3.6","0.6","0","-1.9","0","0"
"1","6","2","0","0","-1.9","3.4","0.6","0","-1.9","0","0"
"1","6","3","0","0","-2","3.3","0.6","0","-2","0","0"
"1","6","4","0","0","-2","3.1","0.6","0","-2","0","0"
"1","6","5","0","0","-2","2.9","0.6","0","-2","0","0"
"1","6","6","0","0","-1.9","2.8","0.6","0","-1.9","0","0"
"1","6","7","0","0","-1.9","2.6","0.6","0","-1.9","0","0"
"1","6","8","0","0","-1.9","2.6","0.6","0","-1.9","0","0"
"1","6","9","0","2","-1.8","2.6","0.6","1.94","-1.759","3.741","0"
"1","6","10","0","16","-1.8","2.6","0.6","15.356","-1.467","33.708","16.659"
"1","6","11","0","29","-1.8","2.9","0.6","28.177","-1.138","91.328","72.238"
"1","6","12","0","34","-1.8","3.3","0.6","33.661","-1.056","111.695","91.883"
"1","6","13","0","27","-1.8","3.6","0.6","25.938","-1.257","83.234","64.431"
"1","6","14","0","14","-1.8","3.6","0.6","13.434","-1.558","28.048","11.2"
"1","6","15","0","1","-1.8","3.6","0.6","0.97","-1.782","0","0"
"1","6","16","0","0","-1.8","3.6","0.6","0","-1.8","0","0"
"1","6","17","0","0","-1.8","3.4","0.6","0","-1.8","0","0"
"1","6","18","0","0","-1.8","3.3","0.6","0","-1.8","0","0"
"1","6","19","0","0","-1.8","3.1","0.6","0","-1.8","0","0"
"1","6","20","0","0","-1.8","3.1","0.6","0","-1.8","0","0"
"1","6","21","0","0","-1.9","3.1","0.6","0","-1.9","0","0"
"1","6","22","0","0","-1.9","3.1","0.6","0","-1.9","0","0"
"1","6","23","0","0","-2","2.8","0.6","0","-2","0","0"
"1","7","0","0","0","-2.1","2.4","0.6","0","-2.1","0","0"
"1","7","1","0","0","-2.2","2.1","0.6","0","-2.2","0","0"
"1","7","2","0","0","-2.4","2.9","0.6","0","-2.4","0","0"
"1","7","3","0","0","-2.7","3.8","0.6","0","-2.7","0","0"
"1","7","4","0","0","-2.9","4.6","0.6","0","-2.9","0","0"
"1","7","5","0","0","-2.6","4.4","0.6","0","-2.6","0","0"
"1","7","6","0","0","-2.2","4.3","0.6","0","-2.2","0","0"
"1","7","7","0","0","-1.9","4.1","0.6","0","-1.9","0","0"
"1","7","8","0","0","-1.3","4.4","0.6","0","-1.3","0","0"
"1","7","9","0","2","-0.7","4.8","0.6","1.94","-0.67","3.72","0"
"1","7","10","0","16","-0.1","5.1","0.6","15.356","0.134","35.05","17.954"
"1","7","11","0","30","0.1","6.1","0.6","29.327","0.546","94.825","75.61"
"1","7","12","0","34","0.3","7.2","0.6","33.513","0.756","110.57","90.798"
"1","7","13","0","28","0.5","8.2","0.6","27.013","0.833","86.443","67.526"
"1","7","14","0","14","0.7","7.5","0.6","13.433","0.851","27.739","10.901"
"1","7","15","0","1","0.8","6.9","0.6","0.97","0.812","0","0"
"1","7","16","0","0","1","6.2","0.6","0","1","0","0"
"1","7","17","0","0","1.1","6.2","0.6","0","1.1","0","0"
"1","7","18","0","0","1.1","6.2","0.6","0","1.1","0","0"
"1","7","19","0","0","1.2","6.2","0.6","0","1.2","0","0"
"1","7","20","0","0","1.1","5.8","0.6","0","1.1","0","0"
"1","7","21","0","0","0.9","5.5","0.6","0","0.9","0","0"
"1","7","22","0","0","0.8","5.1","0.6","0","0.8","0","0"
"1","7","23","0","0","0.7","4.6","0.6","0","0.7","0","0"
"1","8","0","0","0","0.7","4.1","0.6","0","0.7","0","0"
"1","8","1","0","0","0.6","3.6","0.6","0","0.6","0","0"
"1","8","2","0","0","0.6","3.4","0.6","0","0.6","0","0"
"1","8","3","0","0","0.5","3.3","0.6","0","0.5","0","0"
"1","8","4","0","0","0.5","3.1","0.6","0","0.5","0","0"
"1","8","5","0","0","0.5","3.6","0.6","0","0.5","0","0"
"1","8","6","0","0","0.4","4.1","0.6","0","0.4","0","0"
"1","8","7","0","0","0.4","4.6","0.6","0","0.4","0","0"
"1","8","8","0","0","0.5","4.4","0.6","0","0.5","0","0"
"1","8","9","0","2","0.7","4.3","0.6","1.94","0.732","3.692","0"
"1","8","10","0","17","0.8","4.1","0.6","16.318","1.089","38.77","21.542"
"1","8","11","0","30","1.1","4.3","0.6","29.197","1.654","94.215","75.022"
"1","8","12","0","35","1.3","4.4","0.6","34.63","1.951","114.059","94.163"
"1","8","13","0","29","1.6","4.6","0.6","28.126","2.112","90.033","70.989"
"1","8","14","0","15","1.4","4.6","0.6","14.394","1.625","29.709","12.802"
"1","8","15","0","1","1.1","4.6","0.6","0.97","1.115","0","0"
"1","8","16","0","0","0.9","4.6","0.6","0","0.9","0","0"
"1","8","17","0","0","0.9","4.4","0.6","0","0.9","0","0"
"1","8","18","0","0","0.8","4.3","0.6","0","0.8","0","0"
"1","8","19","0","0","0.8","4.1","0.6","0","0.8","0","0"
"1","8","20","0","0","0.8","3.8","0.6","0","0.8","0","0"
"1","8","21","0","0","0.7","3.4","0.6","0","0.7","0","0"
"1","8","22","0","0","0.7","3.1","0.6","0","0.7","0","0"
"1","8","23","0","0","0.6","3.3","0.6","0","0.6","0","0"
"1","9","0","0","0","0.6","3.4","0.6","0","0.6","0","0"
"1","9","1","0","0","0.5","3.6","0.6","0","0.5","0","0"
"1","9","2","0","0","0.2","3.9","0.6","0","0.2","0","0"
"1","9","3","0","0","0","4.3","0.6","0","0","0","0"
"1","9","4","0","0","-0.3","4.6","0.6","0","-0.3","0","0"
"1","9","5","0","0","-0.9","4.6","0.6","0","-0.9","0","0"
"1","9","6","0","0","-1.4","4.6","0.6","0","-1.4","0","0"
"1","9","7","0","0","-2","4.6","0.6","0","-2","0","0"
"1","9","8","0","0","-1.9","4.4","0.6","0","-1.9","0","0"
"1","9","9","0","6","-1.7","4.3","0.6","5.819","-1.605","11.791","0"
"1","9","10","122","34","-1.6","4.1","0.6","100.592","0.204","264.96","239.717"
"1","9","11","155","55","-1.4","3.6","0.6","154.004","1.844","531.426","496.741"
"1","9","12","200","49","-1.1","3.1","0.6","174.777","2.907","614.493","576.865"
"1","9","13","43","42","-0.9","2.6","0.6","75.422","0.973","253.583","228.744"
"1","9","14","0","23","-0.6","3","0.6","23.512","-0.123","52.416","34.704"
"1","9","15","0","2","-0.3","3.4","0.6","1.94","-0.264","3.712","0"
"1","9","16","0","0","0","3.8","0.6","0","0","0","0"
"1","9","17","0","0","0.2","4.3","0.6","0","0.2","0","0"
"1","9","18","0","0","0.5","4.7","0.6","0","0.5","0","0"
"1","9","19","0","0","0.8","5.1","0.6","0","0.8","0","0"
"1","9","20","0","0","0.9","5.5","0.6","0","0.9","0","0"
"1","9","21","0","0","0.9","5.8","0.6","0","0.9","0","0"
"1","9","22","0","0","1","6.2","0.6","0","1","0","0"
"1","9","23","0","0","1","7","0.6","0","1","0","0"
"1","10","0","0","0","1","7.9","0.6","0","1","0","0"
"1","10","1","0","0","1","8.7","0.6","0","1","0","0"
"1","10","2","0","0","1.2","8.7","0.6","0","1.2","0","0"
"1","10","3","0","0","1.3","8.7","0.6","0","1.3","0","0"
"1","10","4","0","0","1.5","8.7","0.6","0","1.5","0","0"
"1","10","5","0","0","1.5","8.2","0.6","0","1.5","0","0"
"1","10","6","0","0","1.4","7.7","0.6","0","1.4","0","0"
"1","10","7","0","0","1.4","7.2","0.6","0","1.4","0","0"
"1","10","8","0","0","1.2","7","0.6","0","1.2","0","0"
"1","10","9","0","7","0.9","6.9","0.6","6.789","0.981","13.679","0"
"1","10","10","130","35","0.7","6.7","0.6","105.625","2.101","286.265","260.267"
"1","10","11","192","58","1.1","6.4","0.6","175.278","3.688","605.021","567.728"
"1","10","12","405","40","1.4","6","0.6","260.731","5.444","922.66","874.113"
"1","10","13","355","37","1.8","5.7","0.6","223.754","5.368","771.052","727.876"
"1","10","14","257","24","1.1","5.2","0.6","141.221","3.239","351.051","322.758"
"1","10","15","0","5","0.5","4.6","0.6","4.849","0.576","9.642","0"
"1","10","16","0","0","-0.2","4.1","0.6","0","-0.2","0","0"
"1","10","17","0","0","-0.7","3.2","0.6","0","-0.7","0","0"
"1","10","18","0","0","-1.1","2.4","0.6","0","-1.1","0","0"
"1","10","19","0","0","-1.6","1.5","0.6","0","-1.6","0","0"
"1","10","20","0","0","-2.1","1.7","0.6","0","-2.1","0","0"
"1","10","21","0","0","-2.5","1.9","0.6","0","-2.5","0","0"
"1","10","22","0","0","-3","2.1","0.6","0","-3","0","0"
"1","10","23","0","0","-2.5","1.6","0.6","0","-2.5","0","0"
"1","11","0","0","0","-2","1","0.6","0","-2","0","0"
"1","11","1","0","0","-1.5","0.5","0.6","0","-1.5","0","0"
"1","11","2","0","0","-1.4","0.8","0.6","0","-1.4","0","0"
"1","11","3","0","0","-1.4","1.2","0.6","0","-1.4","0","0"
"1","11","4","0","0","-1.3","1.5","0.6","0","-1.3","0","0"
"1","11","5","0","0","-1.5","1.7","0.6","0","-1.5","0","0"
"1","11","6","0","0","-1.7","1.9","0.6","0","-1.7","0","0"
"1","11","7","0","0","-1.9","2.1","0.6","0","-1.9","0","0"
"1","11","8","0","0","-2","1.9","0.6","0","-2","0","0"
"1","11","9","0","3","-2.2","1.7","0.6","2.91","-2.126","5.729","0"
"1","11","10","0","19","-2.3","1.5","0.6","18.242","-1.766","48.984","31.394"
"1","11","11","0","33","-2.1","1.9","0.6","32.552","-1.173","107.626","87.958"
"1","11","12","0","38","-2","2.2","0.6","37.912","-0.98","127.545","107.172"
"1","11","13","0","32","-1.8","2.6","0.6","31.402","-1.019","103.406","83.887"
"1","11","14","0","17","-2.9","3.1","0.6","16.317","-2.556","41.459","24.136"
"1","11","15","0","2","-4.1","3.6","0.6","1.94","-4.065","3.787","0"
"1","11","16","0","0","-5.2","4.1","0.6","0","-5.2","0","0"
"1","11","17","0","0","-6.1","4.6","0.6","0","-6.1","0","0"
"1","11","18","0","0","-7","5.2","0.6","0","-7","0","0"
"1","11","19","0","0","-7.9","5.7","0.6","0","-7.9","0","0"
"1","11","20","0","0","-8.9","6","0.6","0","-8.9","0","0"
"1","11","21","0","0","-10","6.4","0.6","0","-10","0","0"
"1","11","22","0","0","-11","6.7","0.6","0","-11","0","0"
"1","11","23","0","0","-12","6.4","0.6","0","-12","0","0"
"1","12","0","0","0","-13","6","0.6","0","-13","0","0"
"1","12","1","0","0","-14","5.7","0.6","0","-14","0","0"
"1","12","2","0","0","-14.8","5.4","0.6","0","-14.8","0","0"
"1","12","3","0","0","-15.5","5.2","0.6","0","-15.5","0","0"
"1","12","4","0","0","-16.3","4.9","0.6","0","-16.3","0","0"
"1","12","5","0","0","-17","4.6","0.6","0","-17","0","0"
"1","12","6","0","0","-17.8","4.4","0.6","0","-17.8","0","0"
"1","12","7","0","0","-18.5","4.1","0.6","0","-18.5","0","0"
"1","12","8","0","0","-18.7","4.1","0.6","0","-18.7","0","0"
"1","12","9","0","8","-18.8","4.1","0.6","7.759","-18.67","17.201","0.737"
"1","12","10","146","38","-19","4.1","0.6","117.738","-16.812","365.593","336.784"
"1","12","11","203","60","-18.4","3.8","0.6","183.01","-14.65","679.122","639.204"
"1","12","12","377","41","-17.8","3.4","0.6","250.612","-12.312","947.117","897.703"
"1","12","13","178","45","-17.2","3.1","0.6","155.613","-13.643","572.168","536.04"
"1","12","14","87","28","-16.9","3.4","0.6","76.989","-15.33","227.083","203.182"
"1","12","15","0","4","-16.6","3.8","0.6","3.879","-16.532","8.293","0"
"1","12","16","0","0","-16.3","4.1","0.6","0","-16.3","0","0"
"1","12","17","0","0","-16.1","3.8","0.6","0","-16.1","0","0"
"1","12","18","0","0","-15.9","3.4","0.6","0","-15.9","0","0"
"1","12","19","0","0","-15.7","3.1","0.6","0","-15.7","0","0"
"1","12","20","0","0","-15.6","2.8","0.6","0","-15.6","0","0"
"1","12","21","0","0","-15.4","2.4","0.6","0","-15.4","0","0"
"1","12","22","0","0","-15.3","2.1","0.6","0","-15.3","0","0"
"1","12","23","0","0","-15.1","2.8","0.6","0","-15.1","0","0"
"1","13","0","0","0","-14.8","3.4","0.6","0","-14.8","0","0"
"1","13","1","0","0","-14.6","4.1","0.6","0","-14.6","0","0"
"1","13","2","0","0","-14.1","3.6","0.6","0","-14.1","0","0"
"1","13","3","0","0","-13.5","3.1","0.6","0","-13.5","0","0"
"1","13","4","0","0","-13","2.6","0.6","0","-13","0","0"
"1","13","5","0","0","-12.7","2.8","0.6","0","-12.7","0","0"
"1","13","6","0","0","-12.4","2.9","0.6","0","-12.4","0","0"
"1","13","7","0","0","-12.1","3.1","0.6","0","-12.1","0","0"
"1","13","8","0","0","-11","4.8","0.6","0","-11","0","0"
"1","13","9","0","4","-9.9","6.5","0.6","3.879","-9.851","8.037","0"
"1","13","10","0","20","-8.8","8.2","0.6","19.203","-8.572","56.103","38.261"
"1","13","11","0","36","-8.8","8.2","0.6","36.011","-8.354","123.647","103.412"
"1","13","12","0","42","-8.8","8.2","0.6","42.604","-8.271","148.722","127.598"
"1","13","13","0","35","-8.8","8.2","0.6","34.8","-8.369","119.235","99.156"
"1","13","14","0","19","-8.8","8.4","0.6","18.241","-8.589","52.162","34.459"
"1","13","15","0","3","-8.8","8.5","0.6","2.91","-8.77","5.923","0"
"1","13","16","0","0","-8.8","8.7","0.6","0","-8.8","0","0"
"1","13","17","0","0","-8.4","8.5","0.6","0","-8.4","0","0"
"1","13","18","0","0","-8.1","8.4","0.6","0","-8.1","0","0"
"1","13","19","0","0","-7.7","8.2","0.6","0","-7.7","0","0"
"1","13","20","0","0","-7.8","7.9","0.6","0","-7.8","0","0"
"1","13","21","0","0","-7.8","7.5","0.6","0","-7.8","0","0"
"1","13","22","0","0","-7.9","7.2","0.6","0","-7.9","0","0"
"1","13","23","0","0","-8.8","7","0.6","0","-8.8","0","0"
"1","14","0","0","0","-9.7","6.9","0.6","0","-9.7","0","0"
"1","14","1","0","0","-10.6","6.7","0.6","0","-10.6","0","0"
"1","14","2","0","0","-11.5","6.7","0.6","0","-11.5","0","0"
"1","14","3","0","0","-12.3","6.7","0.6","0","-12.3","0","0"
"1","14","4","0","0","-13.2","6.7","0.6","0","-13.2","0","0"
"1","14","5","0","0","-13.6","6.2","0.6","0","-13.6","0","0"
"1","14","6","0","0","-14","5.6","0.6","0","-14","0","0"
"1","14","7","0","0","-14.4","5.1","0.6","0","-14.4","0","0"
"1","14","8","0","0","-14.8","4.3","0.6","0","-14.8","0","0"
"1","14","9","0","8","-15.3","3.4","0.6","7.759","-15.156","16.939","0.485"
"1","14","10","30","39","-15.7","2.6","0.6","63.624","-14.171","202.19","179.171"
"1","14","11","188","62","-15.6","2.4","0.6","178.983","-10.964","658.943","619.74"
"1","14","12","481","37","-15.4","2.3","0.6","297.619","-7.502","1116.715","1061.291"
"1","14","13","423","38","-15.3","2.1","0.6","259.927","-8.163","957.793","908.001"
"1","14","14","282","28","-15.9","1.7","0.6","162.28","-11.278","513.843","479.782"
"1","14","15","0","9","-16.4","1.4","0.6","8.729","-16.163","19.229","2.693"
"1","14","16","0","0","-17","1","0.6","0","-17","0","0"
"1","14","17","0","0","-17.5","1","0.6","0","-17.5","0","0"
"1","14","18","0","0","-17.9","1","0.6","0","-17.9","0","0"
"1","14","19","0","0","-18.4","1","0.6","0","-18.4","0","0"
"1","14","20","0","0","-18.8","1.2","0.6","0","-18.8","0","0"
"1","14","21","0","0","-19.2","1.3","0.6","0","-19.2","0","0"
"1","14","22","0","0","-19.6","1.5","0.6","0","-19.6","0","0"
"1","14","23","0","0","-19.9","1.3","0.6","0","-19.9","0","0"
"1","15","0","0","0","-20.1","1.2","0.6","0","-20.1","0","0"
"1","15","1","0","0","-20.4","1","0.6","0","-20.4","0","0"
"1","15","2","0","0","-18.6","1.5","0.6","0","-18.6","0","0"
"1","15","3","0","0","-16.8","2.1","0.6","0","-16.8","0","0"
"1","15","4","0","0","-15","2.6","0.6","0","-15","0","0"
"1","15","5","0","0","-14.1","2.8","0.6","0","-14.1","0","0"
"1","15","6","0","0","-13.2","2.9","0.6","0","-13.2","0","0"
"1","15","7","0","0","-12.3","3.1","0.6","0","-12.3","0","0"
"1","15","8","0","0","-11","4","0.6","0","-11","0","0"
"1","15","9","0","4","-9.7","4.8","0.6","3.879","-9.641","8.029","0"
"1","15","10","0","21","-8.4","5.7","0.6","20.164","-8.087","61.278","43.252"
"1","15","11","0","38","-7.8","6.2","0.6","38.148","-7.223","131.273","110.767"
"1","15","12","0","44","-7.1","6.7","0.6","44.683","-6.458","155.66","134.29"
"1","15","13","0","37","-6.5","7.2","0.6","36.889","-5.997","126.138","105.814"
"1","15","14","0","21","-5.8","6.9","0.6","20.165","-5.526","60.421","42.425"
"1","15","15","0","4","-5","6.5","0.6","3.879","-4.951","7.848","0"
"1","15","16","0","0","-4.3","6.2","0.6","0","-4.3","0","0"
"1","15","17","0","0","-3.7","6.7","0.6","0","-3.7","0","0"
"1","15","18","0","0","-3.1","7.2","0.6","0","-3.1","0","0"
"1","15","19","0","0","-2.5","7.7","0.6","0","-2.5","0","0"
"1","15","20","0","0","-2.2","7.5","0.6","0","-2.2","0","0"
"1","15","21","0","0","-1.9","7.4","0.6","0","-1.9","0","0"
"1","15","22","0","0","-1.6","7.2","0.6","0","-1.6","0","0"
"1","15","23","0","0","-1.3","6.2","0.6","0","-1.3","0","0"
"1","16","0","0","0","-1.1","5.1","0.6","0","-1.1","0","0"
"1","16","1","0","0","-0.8","4.1","0.6","0","-0.8","0","0"
"1","16","2","0","0","-0.6","3.4","0.6","0","-0.6","0","0"
"1","16","3","0","0","-0.5","2.8","0.6","0","-0.5","0","0"
"1","16","4","0","0","-0.3","2.1","0.6","0","-0.3","0","0"
"1","16","5","0","0","-0.3","2.3","0.6","0","-0.3","0","0"
"1","16","6","0","0","-0.2","2.4","0.6","0","-0.2","0","0"
"1","16","7","0","0","-0.2","2.6","0.6","0","-0.2","0","0"
"1","16","8","0","0","-0.7","2.4","0.6","0","-0.7","0","0"
"1","16","9","0","5","-1.3","2.3","0.6","4.849","-1.191","9.727","0"
"1","16","10","0","22","-1.8","2.1","0.6","21.127","-1.236","63.456","45.354"
"1","16","11","0","38","-2.3","2.6","0.6","37.931","-1.354","127.731","107.351"
"1","16","12","0","44","-2.8","3.1","0.6","44.432","-1.781","152.159","130.913"
"1","16","13","0","38","-3.3","3.6","0.6","37.921","-2.498","128.301","107.9"
"1","16","14","0","21","-3.7","3.4","0.6","20.163","-3.272","61.056","43.039"
"1","16","15","0","4","-4.1","3.3","0.6","3.879","-4.027","7.813","0"
"1","16","16","0","0","-4.5","3.1","0.6","0","-4.5","0","0"
"1","16","17","0","0","-4.8","2.6","0.6","0","-4.8","0","0"
