"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"8","9","10","65","317","20.2","3.1","0.16","381.709","28.988","1259.699","1199.208"
"8","9","11","198","326","21.1","3.6","0.16","527.106","32.315","1730.367","1653.199"
"8","9","12","326","301","22.1","4.1","0.16","633.024","34.621","2068.321","1979.177"
"8","9","13","419","263","23","4.6","0.16","673.32","35.447","2200.749","2106.913"
"8","9","14","299","270","23.4","4.8","0.16","537.077","33.073","1770.24","1691.659"
"8","9","15","156","256","23.8","4.9","0.16","374.48","30.461","1240.844","1181.022"
"8","9","16","71","184","24.2","5.1","0.16","220.209","28.024","729.075","687.387"
"8","9","17","26","128","23.2","4.9","0.16","132.939","25.566","436.027","404.722"
"8","9","18","0","66","22.2","4.8","0.16","62.143","23.32","199.202","176.289"
"8","9","19","0","18","21.2","4.6","0.16","17.029","21.509","48.291","30.726"
"8","9","20","0","1","20.4","3.8","0.16","0.97","20.417","0","0"
"8","9","21","0","0","19.7","2.9","0.16","0","19.7","0","0"
"8","9","22","0","0","18.9","2.1","0.16","0","18.9","0","0"
"8","9","23","0","0","18.6","2.4","0.16","0","18.6","0","0"
"8","10","0","0","0","18.2","2.8","0.16","0","18.2","0","0"
"8","10","1","0","0","17.9","3.1","0.16","0","17.9","0","0"
"8","10","2","0","0","17.8","2.9","0.16","0","17.8","0","0"
"8","10","3","0","0","17.7","2.8","0.16","0","17.7","0","0"
"8","10","4","0","3","17.6","2.6","0.16","2.91","17.662","5.146","0"
"8","10","5","0","24","18.1","2.8","0.16","22.721","18.646","67.972","49.709"
"8","10","6","0","65","18.7","2.9","0.16","61.412","20.168","199.885","176.948"
"8","10","7","0","93","19.2","3.1","0.16","88.48","21.246","291.569","265.383"
"8","10","8","9","170","18.5","3.3","0.16","169.324","22.283","565.933","530.026"
"8","10","9","29","251","17.7","3.4","0.16","267.548","23.574","897.32","849.67"
"8","10","10","80","305","17","3.6","0.16","380.887","25.101","1277.604","1216.479"
"8","10","11","91","330","17.9","4.8","0.16","424.999","25.533","1422.538","1356.278"
"8","10","12","93","339","18.8","6","0.16","439.157","25.627","1469.005","1401.098"
"8","10","13","90","327","19.7","7.2","0.16","419.99","25.458","1406.301","1340.616"
"8","10","14","84","296","18.9","5.5","0.16","372.858","25.047","1251.558","1191.356"
"8","10","15","45","265","18.2","3.8","0.16","300.777","24.415","1010.476","958.817"
"8","10","16","24","204","17.4","2.1","0.16","211.252","23.247","710.079","669.064"
"8","10","17","11","131","17.3","2.9","0.16","128.934","20.383","432.406","401.23"
"8","10","18","0","64","17.2","3.8","0.16","60.278","18.448","196.967","174.133"
"8","10","19","0","17","17.1","4.6","0.16","16.082","17.391","45.824","28.346"
"8","10","20","0","2","16.1","3.6","0.16","1.94","16.135","3.385","0"
"8","10","21","0","0","15.2","2.5","0.16","0","15.2","0","0"
"8","10","22","0","0","14.2","1.5","0.16","0","14.2","0","0"
"8","10","23","0","0","13.4","1.7","0.16","0","13.4","0","0"
"8","11","0","0","0","12.5","1.9","0.16","0","12.5","0","0"
"8","11","1","0","0","11.7","2.1","0.16","0","11.7","0","0"
"8","11","2","0","0","10.8","1.9","0.16","0","10.8","0","0"
"8","11","3","0","0","10","1.7","0.16","0","10","0","0"
"8","11","4","0","3","9.1","1.5","0.16","2.91","9.177","5.397","0"
"8","11","5","0","32","10.8","2","0.16","30.005","11.636","93.386","74.223"
"8","11","6","70","91","12.6","2.6","0.16","98.669","15.062","322.464","295.183"
"8","11","7","139","153","14.3","3.1","0.16","204.109","19.009","694.082","653.634"
"8","11","8","110","243","15.3","3.1","0.16","305.706","22.366","1045.102","992.216"
"8","11","9","177","251","16.2","3.1","0.16","387.438","25.146","1312.378","1250.021"
"8","11","10","76","308","17.2","3.1","0.16","381.091","25.976","1273.971","1212.975"
"8","11","11","117","350","18","3.3","0.16","470.814","28.491","1562.269","1491.058"
"8","11","12","159","365","18.8","3.4","0.16","540.38","30.652","1782.069","1703.069"
"8","11","13","268","303","19.6","3.6","0.16","572.263","31.785","1889.665","1806.852"
"8","11","14","250","278","18.1","2.9","0.16","505.44","30.162","1682.379","1606.911"
"8","11","15","114","298","16.7","2.2","0.16","384.112","27.116","1288.17","1226.671"
"8","11","16","133","205","15.2","1.5","0.16","279.173","23.984","948.718","899.246"
"8","11","17","92","143","15","1.7","0.16","170.604","20.122","573.62","537.44"
"8","11","18","15","81","14.7","1.9","0.16","78.028","16.942","256.514","231.571"
"8","11","19","0","22","14.5","2.1","0.16","20.832","15.061","59.774","41.802"
"8","11","20","0","2","13.3","2.1","0.16","1.94","13.345","3.441","0"
"8","11","21","0","0","12.1","2.1","0.16","0","12.1","0","0"
"8","11","22","0","0","10.9","2.1","0.16","0","10.9","0","0"
"8","11","23","0","0","10.2","2.3","0.16","0","10.2","0","0"
"8","12","0","0","0","9.5","2.4","0.16","0","9.5","0","0"
"8","12","1","0","0","8.8","2.6","0.16","0","8.8","0","0"
"8","12","2","0","0","8.7","2.4","0.16","0","8.7","0","0"
"8","12","3","0","0","8.6","2.3","0.16","0","8.6","0","0"
"8","12","4","0","3","8.5","2.1","0.16","2.91","8.568","5.415","0"
"8","12","5","0","31","10.3","1.9","0.16","29.075","11.126","90.032","70.988"
"8","12","6","73","93","12.2","1.7","0.16","100.838","15.203","329.15","301.633"
"8","12","7","227","146","14","1.5","0.16","232.74","21.296","784.389","740.74"
"8","12","8","375","179","15.8","2.5","0.16","395.009","25.961","1351.564","1287.819"
"8","12","9","511","184","17.5","3.6","0.16","566.04","29.599","1911.65","1828.059"
"8","12","10","608","178","19.3","4.6","0.16","707.487","32.405","2357.581","2258.189"
"8","12","11","654","175","19.6","4.3","0.16","791.946","34.867","2607.02","2498.789"
"8","12","12","634","189","19.9","3.9","0.16","804.109","36.302","2628.506","2519.514"
"8","12","13","529","228","20.2","3.6","0.16","729.534","35.76","2388.814","2288.314"
"8","12","14","552","186","20.5","3.9","0.16","656.404","33.902","2174.381","2081.48"
"8","12","15","451","195","20.8","4.3","0.16","524.137","30.92","1759.366","1681.17"
"8","12","16","345","173","21.1","4.6","0.16","361.653","27.814","1227.086","1167.751"
"8","12","17","188","143","20.3","3.6","0.16","205.649","24.672","677.963","638.086"
"8","12","18","55","83","19.4","2.5","0.16","85.729","21.577","270.466","245.028"
"8","12","19","0","23","18.6","1.5","0.16","21.786","19.262","60.044","42.062"
"8","12","20","0","1","16.8","1.7","0.16","0.97","16.825","0","0"
"8","12","21","0","0","14.9","1.9","0.16","0","14.9","0","0"
"8","12","22","0","0","13.1","2.1","0.16","0","13.1","0","0"
"8","12","23","0","0","12.2","1.9","0.16","0","12.2","0","0"
"8","13","0","0","0","11.2","1.7","0.16","0","11.2","0","0"
"8","13","1","0","0","10.3","1.5","0.16","0","10.3","0","0"
"8","13","2","0","0","11.8","2.4","0.16","0","11.8","0","0"
"8","13","3","0","0","13.2","3.2","0.16","0","13.2","0","0"
"8","13","4","0","1","14.7","4.1","0.16","0.97","14.716","0","0"
"8","13","5","0","18","15.2","4.6","0.16","17.029","15.51","50.066","32.438"
"8","13","6","0","67","15.7","5.2","0.16","63.222","16.784","208.748","185.497"
"8","13","7","12","135","16.2","5.7","0.16","133.788","18.362","453.02","421.114"
"8","13","8","29","205","16.7","5.7","0.16","215.962","20.187","735.211","693.305"
"8","13","9","46","267","17.2","5.7","0.16","305.341","22.122","1035.248","982.711"
"8","13","10","85","296","17.7","5.7","0.16","375.408","23.746","1266.833","1206.09"
"8","13","11","76","293","18","5.9","0.16","370.767","23.831","1246.425","1186.405"
"8","13","12","42","278","18.4","6","0.16","325.215","23.454","1088.713","1034.281"
"8","13","13","18","233","18.7","6.2","0.16","244.476","22.416","815.257","770.515"
"8","13","14","36","242","18","5.7","0.16","275.612","22.437","926.504","877.82"
"8","13","15","23","239","17.3","5.1","0.16","250.74","21.643","847.127","801.255"
"8","13","16","14","200","16.6","4.6","0.16","202.192","20.341","686.73","646.542"
"8","13","17","128","136","16.4","4.3","0.16","177.688","19.815","596.416","559.428"
"8","13","18","51","79","16.3","3.9","0.16","81.278","17.941","259.761","234.703"
"8","13","19","0","21","16.1","3.6","0.16","19.887","16.506","53.568","35.815"
"8","13","20","0","1","14.9","3.3","0.16","0.97","14.918","0","0"
"8","13","21","0","0","13.8","2.9","0.16","0","13.8","0","0"
"8","13","22","0","0","12.6","2.6","0.16","0","12.6","0","0"
"8","13","23","0","0","12.5","2.8","0.16","0","12.5","0","0"
"8","14","0","0","0","12.5","2.9","0.16","0","12.5","0","0"
"8","14","1","0","0","12.4","3.1","0.16","0","12.4","0","0"
"8","14","2","0","0","12.6","3.1","0.16","0","12.6","0","0"
"8","14","3","0","0","12.8","3.1","0.16","0","12.8","0","0"
"8","14","4","0","1","13","3.1","0.16","0.97","13.019","0","0"
"8","14","5","0","17","15.3","5.1","0.16","16.081","15.574","46.705","29.196"
"8","14","6","0","65","17.6","7.2","0.16","61.355","18.444","200.785","177.816"
"8","14","7","11","132","16.3","4.6","0.16","130.524","18.717","441.014","409.532"
"8","14","8","29","203","16.7","5.5","0.16","214.013","20.238","728.434","686.769"
"8","14","9","45","264","17.2","6.3","0.16","301.571","21.746","1023.884","971.749"
"8","14","10","84","294","17.6","7.2","0.16","372.508","22.712","1262.141","1201.564"
"8","14","11","122","337","18.4","7.4","0.16","472.016","24.749","1590.62","1518.404"
"8","14","12","166","350","19.2","7.5","0.16","529.743","26.259","1778.547","1699.672"
"8","14","13","220","328","20","7.7","0.16","546.081","27.146","1833.498","1752.675"
"8","14","14","128","292","19.2","6","0.16","413.087","25.634","1390.361","1325.241"
"8","14","15","32","232","18.3","4.3","0.16","256.884","23.242","863.888","817.423"
"8","14","16","0","131","17.5","2.6","0.16","125.789","20.667","419.361","388.647"
"8","14","17","0","79","16.5","2.8","0.16","75.06","18.327","249.032","224.354"
"8","14","18","0","35","15.4","2.9","0.16","33.146","16.191","106.18","86.564"
"8","14","19","0","8","14.4","3.1","0.16","7.557","14.565","18.73","2.212"
"8","14","20","0","0","14.3","4.5","0.16","0","0","0","0"
"8","14","21","0","0","14.1","5.8","0.16","0","14.1","0","0"
"8","14","22","0","0","14","7.2","0.16","0","14","0","0"
"8","14","23","0","0","13.8","6.2","0.16","0","13.8","0","0"
"8","15","0","0","0","13.7","5.1","0.16","0","13.7","0","0"
"8","15","1","0","0","13.5","4.1","0.16","0","13.5","0","0"
"8","15","2","0","0","13.3","4.4","0.16","0","13.3","0","0"
"8","15","3","0","0","13","4.8","0.16","0","13","0","0"
"8","15","4","0","1","12.8","5.1","0.16","0.97","12.814","0","0"
"8","15","5","0","17","13.1","5.1","0.16","16.082","13.373","46.651","29.143"
"8","15","6","24","81","13.4","5.1","0.16","80.545","14.792","266.36","241.068"
"8","15","7","174","143","13.7","5.1","0.16","206.175","17.27","703.825","663.032"
"8","15","8","175","223","13.6","4.6","0.16","324.938","19.622","1128.395","1072.557"
"8","15","9","143","281","13.6","4.1","0.16","396.024","21.444","1360.132","1296.083"
"8","15","10","93","288","13.5","3.6","0.16","373.263","21.444","1271.889","1210.966"
"8","15","11","110","308","14.3","3.6","0.16","417.67","23.183","1413.561","1347.618"
"8","15","12","93","329","15.1","3.6","0.16","428.535","24.209","1442.597","1375.626"
"8","15","13","91","317","15.9","3.6","0.16","410.189","24.622","1379.287","1314.559"
"8","15","14","83","286","15.3","3.1","0.16","361.375","23.628","1220.653","1161.546"
"8","15","15","44","252","14.6","2.6","0.16","286.733","21.811","973.462","923.114"
"8","15","16","27","189","14","2.1","0.16","197.904","19.48","675.019","635.246"
"8","15","17","65","130","13.8","2.1","0.16","147.778","17.885","499.294","465.747"
"8","15","18","11","73","13.6","2.1","0.16","69.763","15.524","229.183","205.208"
"8","15","19","0","17","13.4","2.1","0.16","16.091","13.81","38.787","21.559"
"8","15","20","0","0","13.2","2.1","0.16","0","0","0","0"
"8","15","21","0","0","13.1","2.1","0.16","0","13.1","0","0"
"8","15","22","0","0","12.9","2.1","0.16","0","12.9","0","0"
"8","15","23","0","0","12.4","2.4","0.16","0","12.4","0","0"
"8","16","0","0","0","11.9","2.8","0.16","0","11.9","0","0"
"8","16","1","0","0","11.4","3.1","0.16","0","11.4","0","0"
"8","16","2","0","0","11.1","2.8","0.16","0","11.1","0","0"
"8","16","3","0","0","10.8","2.4","0.16","0","10.8","0","0"
"8","16","4","0","1","10.5","2.1","0.16","0.97","10.523","0","0"
"8","16","5","0","22","11.2","2.4","0.16","20.832","11.73","60.712","42.706"
"8","16","6","14","83","12","2.8","0.16","80.357","13.948","268.172","242.816"
"8","16","7","72","140","12.7","3.1","0.16","162.956","16.462","557.023","521.431"
"8","16","8","132","204","14.1","3.3","0.16","281.39","20.4","970.061","919.834"
"8","16","9","174","259","15.5","3.4","0.16","393.48","24.158","1339.666","1276.342"
"8","16","10","204","300","16.9","3.6","0.16","486.099","27.256","1633.862","1560.113"
"8","16","11","173","329","18.1","3.8","0.16","507.905","28.588","1692.285","1616.466"
"8","16","12","132","335","19.2","3.9","0.16","482.143","29.004","1598.992","1526.479"
"8","16","13","84","318","20.4","4.1","0.16","405.36","28.407","1342.748","1279.315"
"8","16","14","83","283","19.4","4.1","0.16","358.121","26.481","1196.483","1138.232"
"8","16","15","44","250","18.5","4.1","0.16","284.711","24.135","958.008","908.208"
"8","16","16","27","186","17.5","4.1","0.16","194.91","21.364","659.714","620.483"
"8","16","17","8","116","17","3.1","0.16","113.452","19.623","380.033","350.713"
"8","16","18","0","51","16.6","2","0.16","48.155","17.958","155.258","133.902"
"8","16","19","0","11","16.1","1","0.16","10.399","16.425","21.76","5.135"
"8","16","20","0","0","15.5","0.7","0.16","0","0","0","0"
"8","16","21","0","0","15","0.3","0.16","0","15","0","0"
"8","16","22","0","0","14.4","0","0.16","0","14.4","0","0"
"8","16","23","0","0","14","0.3","0.16","0","14","0","0"
"8","17","0","0","0","13.7","0.7","0.16","0","13.7","0","0"
"8","17","1","0","0","13.3","1","0.16","0","13.3","0","0"
"8","17","2","0","0","13.1","1","0.16","0","13.1","0","0"
"8","17","3","0","0","13","1","0.16","0","13","0","0"
"8","17","4","0","1","12.8","1","0.16","0.97","12.829","0","0"
"8","17","5","0","14","13.1","1.5","0.16","13.239","13.502","36.733","19.578"
"8","17","6","0","59","13.5","2.1","0.16","55.747","15.042","183.99","161.616"
"8","17","7","11","125","13.8","2.6","0.16","123.801","16.92","420.597","389.839"
"8","17","8","28","196","14.4","2.4","0.16","206.604","19.798","704.229","663.421"
"8","17","9","45","257","15.1","2.3","0.16","294.546","22.93","995.743","944.605"
"8","17","10","84","288","15.7","2.1","0.16","366.248","25.814","1226.764","1167.441"
"8","17","11","122","330","16.3","2.9","0.16","464.391","27.362","1550.216","1479.431"
"8","17","12","165","343","16.8","3.8","0.16","520.841","27.552","1741.103","1663.555"
"8","17","13","217","321","17.4","4.6","0.16","534.897","27.279","1796.127","1716.628"
"8","17","14","150","299","17.4","4.3","0.16","438.021","25.828","1477.001","1408.811"
"8","17","15","96","244","17.4","3.9","0.16","312.854","23.779","1060.035","1006.619"
"8","17","16","37","179","17.4","3.6","0.16","197.186","21.609","667.61","628.099"
"8","17","17","7","113","16.3","2.9","0.16","110.232","18.936","369.934","340.972"
"8","17","18","0","49","15.2","2.2","0.16","46.285","16.454","149.752","128.592"
"8","17","19","0","10","14.1","1.5","0.16","9.452","14.351","18.071","1.576"
"8","17","20","0","0","13.4","1.5","0.16","0","0","0","0"
"8","17","21","0","0","12.8","1.5","0.16","0","12.8","0","0"
"8","17","22","0","0","12.1","1.5","0.16","0","12.1","0","0"
"8","17","23","0","0","11.8","1.7","0.16","0","11.8","0","0"
"8","18","0","0","0","11.6","1.9","0.16","0","11.6","0","0"
"8","18","1","0","0","11.3","2.1","0.16","0","11.3","0","0"
"8","18","2","0","0","11.5","2.4","0.16","0","11.5","0","0"
"8","18","3","0","0","11.8","2.8","0.16","0","11.8","0","0"
"8","18","4","0","0","12","3.1","0.16","0","0","0","0"
"8","18","5","0","14","13","2.9","0.16","13.24","13.304","35.809","18.686"
"8","18","6","0","67","13.9","2.8","0.16","63.148","15.434","208.987","185.728"
"8","18","7","74","133","14.9","2.6","0.16","156.555","18.84","528.986","494.387"
"8","18","8","64","213","15.7","3.6","0.16","249.237","21.021","852.057","806.011"
"8","18","9","72","266","16.4","4.7","0.16","323.291","22.297","1099.923","1045.094"
"8","18","10","83","285","17.2","5.7","0.16","362.241","23.036","1226.493","1167.179"
"8","18","11","89","313","17.2","5.7","0.16","405.251","23.724","1367.572","1303.259"
"8","18","12","91","321","17.2","5.7","0.16","418.084","23.929","1409.434","1343.638"
"8","18","13","89","309","17.2","5.7","0.16","399.768","23.636","1349.822","1286.138"
"8","18","14","81","278","17.2","5.5","0.16","351.146","22.993","1189.344","1131.346"
"8","18","15","42","244","17.3","5.3","0.16","277.159","21.988","940.351","891.176"
"8","18","16","25","180","17.3","5.1","0.16","187.909","20.563","637.537","599.092"
"8","18","17","11","120","16.7","4.6","0.16","118.356","18.892","398.041","368.082"
"8","18","18","0","55","16.1","4.1","0.16","51.739","17.123","167.475","145.686"
"8","18","19","0","12","15.5","3.6","0.16","11.35","15.705","21.747","5.122"
"8","18","20","0","0","15.2","3.1","0.16","0","0","0","0"
"8","18","21","0","0","14.9","2.6","0.16","0","14.9","0","0"
"8","18","22","0","0","14.6","2.1","0.16","0","14.6","0","0"
"8","18","23","0","0","14.1","1.7","0.16","0","14.1","0","0"
"8","19","0","0","0","13.5","1.4","0.16","0","13.5","0","0"
"8","19","1","0","0","13","1","0.16","0","13","0","0"
"8","19","2","0","0","12.9","1.2","0.16","0","12.9","0","0"
"8","19","3","0","0","12.7","1.3","0.16","0","12.7","0","0"
"8","19","4","0","0","12.6","1.5","0.16","0","0","0","0"
"8","19","5","0","12","13.3","2.2","0.16","11.345","13.592","29.325","12.432"
"8","19","6","0","55","13.9","2.9","0.16","52.002","15.141","170.777","148.871"
"8","19","7","10","121","14.6","3.6","0.16","119.609","17.154","405.534","375.31"
"8","19","8","27","191","15","4.5","0.16","201.15","18.773","688.191","647.951"
"8","19","9","44","252","15.3","5.3","0.16","288.811","20.184","986.859","936.036"
"8","19","10","83","283","15.7","6.2","0.16","360.153","21.186","1228.326","1168.948"
"8","19","11","121","325","16.1","6.4","0.16","446.915","22.758","1518.551","1448.888"
"8","19","12","164","338","16.6","6.5","0.16","514.202","24.18","1741.931","1664.353"
"8","19","13","214","316","17","6.7","0.16","526.172","24.602","1785.65","1706.523"
"8","19","14","147","293","16.7","6.4","0.16","428.753","23.096","1461.311","1393.677"
"8","19","15","96","238","16.3","6","0.16","306.256","21.079","1048.833","995.815"
"8","19","16","33","174","16","5.7","0.16","190.07","19.072","649.401","610.536"
"8","19","17","0","98","15.2","5.9","0.16","93.488","16.678","315.128","288.107"
"8","19","18","0","34","14.4","6","0.16","32.202","14.901","102.926","83.424"
"8","19","19","0","5","13.6","6.2","0.16","4.721","13.661","8.745","0"
"8","19","20","0","0","13.6","5.5","0.16","0","0","0","0"
"8","19","21","0","0","13.6","4.8","0.16","0","13.6","0","0"
"8","19","22","0","0","13.6","4.1","0.16","0","13.6","0","0"
"8","19","23","0","0","13.8","3.9","0.16","0","13.8","0","0"
"8","20","0","0","0","14","3.8","0.16","0","14","0","0"
"8","20","1","0","0","14.2","3.6","0.16","0","14.2","0","0"
"8","20","2","0","0","13.5","3.8","0.16","0","13.5","0","0"
"8","20","3","0","0","12.8","3.9","0.16","0","12.8","0","0"
"8","20","4","0","0","12.1","4.1","0.16","0","0","0","0"
"8","20","5","0","12","13","4.3","0.16","11.345","13.204","27.912","11.069"
"8","20","6","0","63","13.9","4.4","0.16","59.418","15.028","196.139","173.334"
"8","20","7","70","129","14.8","4.6","0.16","150.993","17.592","511.99","477.994"
"8","20","8","166","190","15","6","0.16","284.408","19.448","986.96","936.134"
"8","20","9","270","230","15.3","7.3","0.16","434.859","21.231","1506.394","1437.162"
"8","20","10","357","253","15.5","8.7","0.16","565.228","22.277","1950.078","1865.124"
"8","20","11","416","250","15","7.7","0.16","652.056","23.548","2236.502","2141.4"
"8","20","12","420","255","15.9","8.2","0.16","670.767","24.297","2292.486","2195.4"
"8","20","13","409","248","16.9","8.7","0.16","638.53","24.552","2182.585","2089.394"
"8","20","14","416","220","16.6","8.5","0.16","575.826","23.629","1981.907","1895.826"
"8","20","15","320","223","16.2","8.4","0.16","450.597","21.754","1562.669","1491.443"
"8","20","16","276","166","15.9","8.2","0.16","311.497","19.812","1084.564","1030.279"
"8","20","17","87","125","15.2","6.7","0.16","148.908","17.349","501.448","467.825"
"8","20","18","0","53","14.4","5.1","0.16","49.821","15.262","161.759","140.173"
"8","20","19","0","8","13.7","3.6","0.16","7.56","13.836","14.331","0"
"8","20","20","0","0","13.7","5.7","0.16","0","0","0","0"
"8","20","21","0","0","13.8","7.7","0.16","0","13.8","0","0"
"8","20","22","0","0","13.8","9.8","0.16","0","13.8","0","0"
"8","20","23","0","0","13.3","7.6","0.16","0","13.3","0","0"
"8","21","0","0","0","12.9","5.3","0.16","0","12.9","0","0"
"8","21","1","0","0","12.4","3.1","0.16","0","12.4","0","0"
"8","21","2","0","0","12.6","3.1","0.16","0","12.6","0","0"
"8","21","3","0","0","12.7","3.1","0.16","0","12.7","0","0"
"8","21","4","0","0","12.9","3.1","0.16","0","0","0","0"
"8","21","5","0","7","13.1","3.4","0.16","6.611","13.232","14.705","0"
"8","21","6","0","33","13.2","3.8","0.16","31.247","13.846","100.75","81.326"
"8","21","7","0","76","13.4","4.1","0.16","72.265","14.834","242.94","218.477"
"8","21","8","6","151","14.3","5.6","0.16","149.429","16.741","509.872","475.951"
"8","21","9","32","225","15.1","7.2","0.16","251.464","18.556","861.545","815.163"
"8","21","10","77","282","16","8.7","0.16","354.573","20.241","1213.585","1154.729"
"8","21","11","112","326","16.2","8.4","0.16","440.532","21.606","1503.305","1434.182"
"8","21","12","153","340","16.4","8","0.16","506.725","22.846","1725.228","1648.242"
"8","21","13","257","283","16.6","7.7","0.16","536.153","23.623","1830.725","1750.001"
"8","21","14","363","248","16.3","7.7","0.16","554.912","23.581","1907.544","1824.098"
"8","21","15","366","212","15.9","7.7","0.16","467.661","22.046","1623.438","1550.058"
"8","21","16","321","157","15.6","7.7","0.16","323.265","19.852","1127.186","1071.391"
"8","21","17","119","125","15.1","7","0.16","160.671","17.346","539.823","504.841"
"8","21","18","0","55","14.7","6.4","0.16","51.578","15.468","167.236","145.456"
"8","21","19","0","7","14.2","5.7","0.16","6.614","14.29","12.423","0"
"8","21","20","0","0","13.5","4.5","0.16","0","13.5","0","0"
"8","21","21","0","0","12.8","3.3","0.16","0","12.8","0","0"
"8","21","22","0","0","12.1","2.1","0.16","0","12.1","0","0"
"8","21","23","0","0","12.2","3.5","0.16","0","12.2","0","0"
"8","22","0","0","0","12.4","4.8","0.16","0","12.4","0","0"
"8","22","1","0","0","12.5","6.2","0.16","0","12.5","0","0"
"8","22","2","0","0","12","4.8","0.16","0","12","0","0"
"8","22","3","0","0","11.4","3.5","0.16","0","11.4","0","0"
"8","22","4","0","0","10.9","2.1","0.16","0","0","0","0"
"8","22","5","0","10","11.3","2.1","0.16","9.452","11.527","19.318","2.779"
"8","22","6","0","49","11.8","2.1","0.16","46.375","13.082","152.449","131.193"
"8","22","7","8","114","12.2","2.1","0.16","112.177","15.308","382.374","352.971"
"8","22","8","72","182","13.2","2.3","0.16","220.875","19.088","759.676","716.903"
"8","22","9","130","247","14.1","2.4","0.16","349.92","23.242","1193.057","1134.928"
"8","22","10","175","302","15.1","2.6","0.16","464.721","26.79","1564.837","1493.535"
"8","22","11","359","280","15.6","2.6","0.16","623.845","31.301","2075.174","1985.788"
"8","22","12","510","227","16.1","2.6","0.16","717.501","34.171","2367.073","2267.344"
"8","22","13","562","199","16.6","2.6","0.16","712.763","34.564","2353.814","2254.555"
"8","22","14","492","200","16.4","2.6","0.16","610.325","31.792","2041.422","1953.232"
"8","22","15","382","195","16.2","2.6","0.16","458.437","27.773","1558.308","1487.237"
"8","22","16","279","155","16","2.6","0.16","299.558","23.564","1026.806","974.568"
"8","22","17","139","118","15.4","2.9","0.16","159.392","19.188","529.033","494.433"
"8","22","18","11","59","14.9","3.3","0.16","56.33","16.15","180.516","158.266"
"8","22","19","0","10","14.3","3.6","0.16","9.458","14.471","18.07","1.575"
"8","22","20","0","0","13","3.1","0.16","0","13","0","0"
"8","22","21","0","0","11.8","2.6","0.16","0","11.8","0","0"
"8","22","22","0","0","10.5","2.1","0.16","0","10.5","0","0"
"8","22","23","0","0","9.9","1.9","0.16","0","9.9","0","0"
"8","23","0","0","0","9.3","1.7","0.16","0","9.3","0","0"
"8","23","1","0","0","8.7","1.5","0.16","0","8.7","0","0"
"8","23","2","0","0","9.3","1.7","0.16","0","9.3","0","0"
"8","23","3","0","0","9.9","1.9","0.16","0","9.9","0","0"
"8","23","4","0","0","10.5","2.1","0.16","0","0","0","0"
"8","23","5","0","7","11.2","2.1","0.16","6.612","11.355","12.611","0"
"8","23","6","0","43","11.8","2.1","0.16","40.754","12.926","133.175","112.602"
"8","23","7","5","113","12.5","2.1","0.16","110.208","15.554","375.223","346.073"
"8","23","8","153","187","14.1","2.6","0.16","273.903","21.013","944.202","894.891"
"8","23","9","339","216","15.7","3.1","0.16","465.119","26.463","1585.42","1513.388"
"8","23","10","515","197","17.3","3.6","0.16","636.793","30.904","2137.117","2045.536"
"8","23","11","459","237","15.8","2.6","0.16","672.239","32.732","2230.402","2135.515"
"8","23","12","282","299","14.4","1.5","0.16","584.91","32.755","1929.037","1844.829"
"8","23","13","92","294","12.9","0.5","0.16","385.873","28.509","1279.925","1218.718"
"8","23","14","245","265","14.8","1.7","0.16","471.994","28.991","1582.718","1510.781"
"8","23","15","359","190","16.8","2.9","0.16","437.006","27.266","1487.359","1418.801"
"8","23","16","309","149","18.7","4.1","0.16","306.783","24.797","1047.439","994.47"
"8","23","17","145","113","17.2","3.1","0.16","155.703","20.775","511.662","477.678"
"8","23","18","6","56","15.8","2","0.16","52.975","17.286","168.844","147.007"
"8","23","19","0","9","14.3","1","0.16","8.51","14.555","16.167","0"
"8","23","20","0","0","13.4","1.5","0.16","0","13.4","0","0"
"8","23","21","0","0","12.4","2.1","0.16","0","12.4","0","0"
"8","23","22","0","0","11.5","2.6","0.16","0","11.5","0","0"
"8","23","23","0","0","10.3","2.1","0.16","0","10.3","0","0"
"8","24","0","0","0","9","1.5","0.16","0","9","0","0"
"8","24","1","0","0","7.8","1","0.16","0","7.8","0","0"
"8","24","2","0","0","9.2","1.9","0.16","0","9.2","0","0"
"8","24","3","0","0","10.5","2.7","0.16","0","10.5","0","0"
"8","24","4","0","0","11.9","3.6","0.16","0","0","0","0"
"8","24","5","0","8","12.5","3.8","0.16","7.559","12.632","14.417","0"
"8","24","6","0","35","13","3.9","0.16","33.151","13.675","106.88","87.238"
"8","24","7","0","72","13.6","4.1","0.16","68.448","14.958","229.506","205.52"
"8","24","8","4","145","14.2","4.8","0.16","142.589","16.771","486.001","452.926"
"8","24","9","30","218","14.7","5.5","0.16","243.079","18.714","832.218","786.875"
"8","24","10","75","274","15.3","6.2","0.16","344.533","20.549","1178.158","1120.557"
"8","24","11","72","270","15.1","5.3","0.16","342.873","20.89","1167.353","1110.135"
"8","24","12","39","256","14.8","4.5","0.16","299.764","20.402","1016.506","964.633"
"8","24","13","15","214","14.6","3.6","0.16","223.038","19.341","753.083","710.544"
"8","24","14","32","219","14.6","3.6","0.16","248.707","19.894","844.883","799.091"
