"MTU (CET/CEST)","Day-ahead Price [EUR/MWh]","Currency"
"06.04.2024 00:00 - 06.04.2024 01:00","43.78","EUR"
"06.04.2024 01:00 - 06.04.2024 02:00","44.0","EUR"
"06.04.2024 02:00 - 06.04.2024 03:00","44.87","EUR"
"06.04.2024 03:00 - 06.04.2024 04:00","47.51","EUR"
"06.04.2024 04:00 - 06.04.2024 05:00","48.25","EUR"
"06.04.2024 05:00 - 06.04.2024 06:00","49.94","EUR"
"06.04.2024 06:00 - 06.04.2024 07:00","59.76","EUR"
"06.04.2024 07:00 - 06.04.2024 08:00","58.71","EUR"
"06.04.2024 08:00 - 06.04.2024 09:00","48.25","EUR"
"06.04.2024 09:00 - 06.04.2024 10:00","47.73","EUR"
"06.04.2024 10:00 - 06.04.2024 11:00","39.99","EUR"
"06.04.2024 11:00 - 06.04.2024 12:00","39.55","EUR"
"06.04.2024 12:00 - 06.04.2024 13:00","37.84","EUR"
"06.04.2024 13:00 - 06.04.2024 14:00","34.92","EUR"
"06.04.2024 14:00 - 06.04.2024 15:00","39.21","EUR"
"06.04.2024 15:00 - 06.04.2024 16:00","40.62","EUR"
"06.04.2024 16:00 - 06.04.2024 17:00","60.09","EUR"
"06.04.2024 17:00 - 06.04.2024 18:00","62.86","EUR"
"06.04.2024 18:00 - 06.04.2024 19:00","54.01","EUR"
"06.04.2024 19:00 - 06.04.2024 20:00","48.28","EUR"
"06.04.2024 20:00 - 06.04.2024 21:00","45.02","EUR"
"06.04.2024 21:00 - 06.04.2024 22:00","42.01","EUR"
"06.04.2024 22:00 - 06.04.2024 23:00","31.52","EUR"
"06.04.2024 23:00 - 07.04.2024 00:00","11.3","EUR"
"07.04.2024 00:00 - 07.04.2024 01:00","0.17","EUR"
"07.04.2024 01:00 - 07.04.2024 02:00","0.0","EUR"
"07.04.2024 02:00 - 07.04.2024 03:00","0.0","EUR"
"07.04.2024 03:00 - 07.04.2024 04:00","0.0","EUR"
"07.04.2024 04:00 - 07.04.2024 05:00","0.0","EUR"
"07.04.2024 05:00 - 07.04.2024 06:00","0.0","EUR"
"07.04.2024 06:00 - 07.04.2024 07:00","0.0","EUR"
"07.04.2024 07:00 - 07.04.2024 08:00","0.0","EUR"
"07.04.2024 08:00 - 07.04.2024 09:00","-0.01","EUR"
"07.04.2024 09:00 - 07.04.2024 10:00","-0.16","EUR"
"07.04.2024 10:00 - 07.04.2024 11:00","-3.01","EUR"
"07.04.2024 11:00 - 07.04.2024 12:00","-3.99","EUR"
"07.04.2024 12:00 - 07.04.2024 13:00","-6.55","EUR"
"07.04.2024 13:00 - 07.04.2024 14:00","-10.0","EUR"
"07.04.2024 14:00 - 07.04.2024 15:00","-5.04","EUR"
"07.04.2024 15:00 - 07.04.2024 16:00","-0.16","EUR"
"07.04.2024 16:00 - 07.04.2024 17:00","6.75","EUR"
"07.04.2024 17:00 - 07.04.2024 18:00","27.72","EUR"
"07.04.2024 18:00 - 07.04.2024 19:00","29.87","EUR"
"07.04.2024 19:00 - 07.04.2024 20:00","25.71","EUR"
"07.04.2024 20:00 - 07.04.2024 21:00","23.62","EUR"
"07.04.2024 21:00 - 07.04.2024 22:00","4.96","EUR"
"07.04.2024 22:00 - 07.04.2024 23:00","1.22","EUR"
"07.04.2024 23:00 - 08.04.2024 00:00","2.87","EUR"
"08.04.2024 00:00 - 08.04.2024 01:00","2.48","EUR"
"08.04.2024 01:00 - 08.04.2024 02:00","4.11","EUR"
"08.04.2024 02:00 - 08.04.2024 03:00","4.91","EUR"
"08.04.2024 03:00 - 08.04.2024 04:00","24.42","EUR"
"08.04.2024 04:00 - 08.04.2024 05:00","33.88","EUR"
"08.04.2024 05:00 - 08.04.2024 06:00","39.3","EUR"
"08.04.2024 06:00 - 08.04.2024 07:00","40.42","EUR"
"08.04.2024 07:00 - 08.04.2024 08:00","46.21","EUR"
"08.04.2024 08:00 - 08.04.2024 09:00","51.4","EUR"
"08.04.2024 09:00 - 08.04.2024 10:00","47.64","EUR"
"08.04.2024 10:00 - 08.04.2024 11:00","39.99","EUR"
"08.04.2024 11:00 - 08.04.2024 12:00","38.97","EUR"
"08.04.2024 12:00 - 08.04.2024 13:00","35.61","EUR"
"08.04.2024 13:00 - 08.04.2024 14:00","37.39","EUR"
"08.04.2024 14:00 - 08.04.2024 15:00","43.11","EUR"
"08.04.2024 15:00 - 08.04.2024 16:00","44.51","EUR"
"08.04.2024 16:00 - 08.04.2024 17:00","48.35","EUR"
"08.04.2024 17:00 - 08.04.2024 18:00","51.65","EUR"
"08.04.2024 18:00 - 08.04.2024 19:00","52.83","EUR"
"08.04.2024 19:00 - 08.04.2024 20:00","52.45","EUR"
"08.04.2024 20:00 - 08.04.2024 21:00","52.64","EUR"
"08.04.2024 21:00 - 08.04.2024 22:00","48.99","EUR"
"08.04.2024 22:00 - 08.04.2024 23:00","46.23","EUR"
"08.04.2024 23:00 - 09.04.2024 00:00","41.81","EUR"
"09.04.2024 00:00 - 09.04.2024 01:00","43.0","EUR"
"09.04.2024 01:00 - 09.04.2024 02:00","43.84","EUR"
"09.04.2024 02:00 - 09.04.2024 03:00","45.65","EUR"
"09.04.2024 03:00 - 09.04.2024 04:00","49.36","EUR"
"09.04.2024 04:00 - 09.04.2024 05:00","49.82","EUR"
"09.04.2024 05:00 - 09.04.2024 06:00","58.81","EUR"
"09.04.2024 06:00 - 09.04.2024 07:00","85.93","EUR"
"09.04.2024 07:00 - 09.04.2024 08:00","77.86","EUR"
"09.04.2024 08:00 - 09.04.2024 09:00","65.78","EUR"
"09.04.2024 09:00 - 09.04.2024 10:00","54.14","EUR"
"09.04.2024 10:00 - 09.04.2024 11:00","56.52","EUR"
"09.04.2024 11:00 - 09.04.2024 12:00","48.89","EUR"
"09.04.2024 12:00 - 09.04.2024 13:00","42.03","EUR"
"09.04.2024 13:00 - 09.04.2024 14:00","35.0","EUR"
"09.04.2024 14:00 - 09.04.2024 15:00","34.41","EUR"
"09.04.2024 15:00 - 09.04.2024 16:00","40.36","EUR"
"09.04.2024 16:00 - 09.04.2024 17:00","49.29","EUR"
"09.04.2024 17:00 - 09.04.2024 18:00","50.6","EUR"
"09.04.2024 18:00 - 09.04.2024 19:00","45.96","EUR"
"09.04.2024 19:00 - 09.04.2024 20:00","39.87","EUR"
"09.04.2024 20:00 - 09.04.2024 21:00","38.08","EUR"
"09.04.2024 21:00 - 09.04.2024 22:00","32.89","EUR"
"09.04.2024 22:00 - 09.04.2024 23:00","4.99","EUR"
"09.04.2024 23:00 - 10.04.2024 00:00","7.01","EUR"
"10.04.2024 00:00 - 10.04.2024 01:00","4.1","EUR"
"10.04.2024 01:00 - 10.04.2024 02:00","0.86","EUR"
"10.04.2024 02:00 - 10.04.2024 03:00","0.0","EUR"
"10.04.2024 03:00 - 10.04.2024 04:00","-0.01","EUR"
"10.04.2024 04:00 - 10.04.2024 05:00","0.0","EUR"
"10.04.2024 05:00 - 10.04.2024 06:00","3.09","EUR"
"10.04.2024 06:00 - 10.04.2024 07:00","13.58","EUR"
"10.04.2024 07:00 - 10.04.2024 08:00","19.44","EUR"
"10.04.2024 08:00 - 10.04.2024 09:00","4.96","EUR"
"10.04.2024 09:00 - 10.04.2024 10:00","1.5","EUR"
"10.04.2024 10:00 - 10.04.2024 11:00","0.0","EUR"
"10.04.2024 11:00 - 10.04.2024 12:00","-0.09","EUR"
"10.04.2024 12:00 - 10.04.2024 13:00","-1.49","EUR"
"10.04.2024 13:00 - 10.04.2024 14:00","-2.02","EUR"
"10.04.2024 14:00 - 10.04.2024 15:00","-2.08","EUR"
"10.04.2024 15:00 - 10.04.2024 16:00","-2.09","EUR"
"10.04.2024 16:00 - 10.04.2024 17:00","-1.91","EUR"
"10.04.2024 17:00 - 10.04.2024 18:00","-1.93","EUR"
"10.04.2024 18:00 - 10.04.2024 19:00","-1.9","EUR"
"10.04.2024 19:00 - 10.04.2024 20:00","-2.01","EUR"
"10.04.2024 20:00 - 10.04.2024 21:00","-2.27","EUR"
"10.04.2024 21:00 - 10.04.2024 22:00","-2.47","EUR"
"10.04.2024 22:00 - 10.04.2024 23:00","-3.09","EUR"
"10.04.2024 23:00 - 11.04.2024 00:00","-3.07","EUR"
"11.04.2024 00:00 - 11.04.2024 01:00","-3.07","EUR"
"11.04.2024 01:00 - 11.04.2024 02:00","-3.06","EUR"
"11.04.2024 02:00 - 11.04.2024 03:00","-3.0","EUR"
"11.04.2024 03:00 - 11.04.2024 04:00","-2.09","EUR"
"11.04.2024 04:00 - 11.04.2024 05:00","-1.07","EUR"
"11.04.2024 05:00 - 11.04.2024 06:00","-0.01","EUR"
"11.04.2024 06:00 - 11.04.2024 07:00","0.01","EUR"
"11.04.2024 07:00 - 11.04.2024 08:00","0.01","EUR"
"11.04.2024 08:00 - 11.04.2024 09:00","0.1","EUR"
"11.04.2024 09:00 - 11.04.2024 10:00","0.09","EUR"
"11.04.2024 10:00 - 11.04.2024 11:00","0.32","EUR"
"11.04.2024 11:00 - 11.04.2024 12:00","0.23","EUR"
"11.04.2024 12:00 - 11.04.2024 13:00","0.26","EUR"
"11.04.2024 13:00 - 11.04.2024 14:00","0.27","EUR"
"11.04.2024 14:00 - 11.04.2024 15:00","4.2","EUR"
"11.04.2024 15:00 - 11.04.2024 16:00","8.68","EUR"
"11.04.2024 16:00 - 11.04.2024 17:00","22.29","EUR"
"11.04.2024 17:00 - 11.04.2024 18:00","25.6","EUR"
"11.04.2024 18:00 - 11.04.2024 19:00","25.39","EUR"
"11.04.2024 19:00 - 11.04.2024 20:00","21.0","EUR"
"11.04.2024 20:00 - 11.04.2024 21:00","18.82","EUR"
"11.04.2024 21:00 - 11.04.2024 22:00","4.94","EUR"
"11.04.2024 22:00 - 11.04.2024 23:00","3.46","EUR"
"11.04.2024 23:00 - 12.04.2024 00:00","4.16","EUR"
"12.04.2024 00:00 - 12.04.2024 01:00","4.15","EUR"
"12.04.2024 01:00 - 12.04.2024 02:00","4.37","EUR"
"12.04.2024 02:00 - 12.04.2024 03:00","4.93","EUR"
"12.04.2024 03:00 - 12.04.2024 04:00","15.56","EUR"
"12.04.2024 04:00 - 12.04.2024 05:00","27.51","EUR"
"12.04.2024 05:00 - 12.04.2024 06:00","39.52","EUR"
"12.04.2024 06:00 - 12.04.2024 07:00","47.21","EUR"
"12.04.2024 07:00 - 12.04.2024 08:00","64.09","EUR"
"12.04.2024 08:00 - 12.04.2024 09:00","65.59","EUR"
"12.04.2024 09:00 - 12.04.2024 10:00","42.16","EUR"
"12.04.2024 10:00 - 12.04.2024 11:00","32.24","EUR"
"12.04.2024 11:00 - 12.04.2024 12:00","42.07","EUR"
"12.04.2024 12:00 - 12.04.2024 13:00","45.87","EUR"
"12.04.2024 13:00 - 12.04.2024 14:00","40.97","EUR"
"12.04.2024 14:00 - 12.04.2024 15:00","28.93","EUR"
"12.04.2024 15:00 - 12.04.2024 16:00","28.98","EUR"
"12.04.2024 16:00 - 12.04.2024 17:00","39.4","EUR"
"12.04.2024 17:00 - 12.04.2024 18:00","45.26","EUR"
"12.04.2024 18:00 - 12.04.2024 19:00","30.86","EUR"
"12.04.2024 19:00 - 12.04.2024 20:00","23.39","EUR"
"12.04.2024 20:00 - 12.04.2024 21:00","19.17","EUR"
"12.04.2024 21:00 - 12.04.2024 22:00","14.87","EUR"
"12.04.2024 22:00 - 12.04.2024 23:00","4.92","EUR"
"12.04.2024 23:00 - 13.04.2024 00:00","0.95","EUR"
"13.04.2024 00:00 - 13.04.2024 01:00","0.81","EUR"
"13.04.2024 01:00 - 13.04.2024 02:00","1.0","EUR"
"13.04.2024 02:00 - 13.04.2024 03:00","2.98","EUR"
"13.04.2024 03:00 - 13.04.2024 04:00","4.1","EUR"
"13.04.2024 04:00 - 13.04.2024 05:00","10.01","EUR"
"13.04.2024 05:00 - 13.04.2024 06:00","9.99","EUR"
"13.04.2024 06:00 - 13.04.2024 07:00","16.67","EUR"
"13.04.2024 07:00 - 13.04.2024 08:00","22.47","EUR"
"13.04.2024 08:00 - 13.04.2024 09:00","8.8","EUR"
"13.04.2024 09:00 - 13.04.2024 10:00","0.21","EUR"
"13.04.2024 10:00 - 13.04.2024 11:00","-0.03","EUR"
"13.04.2024 11:00 - 13.04.2024 12:00","0.0","EUR"
"13.04.2024 12:00 - 13.04.2024 13:00","-0.06","EUR"
"13.04.2024 13:00 - 13.04.2024 14:00","-0.21","EUR"
"13.04.2024 14:00 - 13.04.2024 15:00","-0.01","EUR"
"13.04.2024 15:00 - 13.04.2024 16:00","0.0","EUR"
"13.04.2024 16:00 - 13.04.2024 17:00","2.0","EUR"
"13.04.2024 17:00 - 13.04.2024 18:00","22.71","EUR"
"13.04.2024 18:00 - 13.04.2024 19:00","24.91","EUR"
"13.04.2024 19:00 - 13.04.2024 20:00","25.09","EUR"
"13.04.2024 20:00 - 13.04.2024 21:00","25.79","EUR"
"13.04.2024 21:00 - 13.04.2024 22:00","20.6","EUR"
"13.04.2024 22:00 - 13.04.2024 23:00","7.05","EUR"
"13.04.2024 23:00 - 14.04.2024 00:00","0.43","EUR"
"14.04.2024 00:00 - 14.04.2024 01:00","0.83","EUR"
"14.04.2024 01:00 - 14.04.2024 02:00","0.91","EUR"
"14.04.2024 02:00 - 14.04.2024 03:00","0.42","EUR"
"14.04.2024 03:00 - 14.04.2024 04:00","0.49","EUR"
"14.04.2024 04:00 - 14.04.2024 05:00","2.91","EUR"
"14.04.2024 05:00 - 14.04.2024 06:00","12.55","EUR"
"14.04.2024 06:00 - 14.04.2024 07:00","13.0","EUR"
"14.04.2024 07:00 - 14.04.2024 08:00","16.17","EUR"
"14.04.2024 08:00 - 14.04.2024 09:00","25.72","EUR"
"14.04.2024 09:00 - 14.04.2024 10:00","30.9","EUR"
"14.04.2024 10:00 - 14.04.2024 11:00","29.86","EUR"
"14.04.2024 11:00 - 14.04.2024 12:00","22.33","EUR"
"14.04.2024 12:00 - 14.04.2024 13:00","21.39","EUR"
"14.04.2024 13:00 - 14.04.2024 14:00","26.54","EUR"
"14.04.2024 14:00 - 14.04.2024 15:00","26.86","EUR"
"14.04.2024 15:00 - 14.04.2024 16:00","23.28","EUR"
"14.04.2024 16:00 - 14.04.2024 17:00","20.01","EUR"
"14.04.2024 17:00 - 14.04.2024 18:00","21.1","EUR"
"14.04.2024 18:00 - 14.04.2024 19:00","13.94","EUR"
"14.04.2024 19:00 - 14.04.2024 20:00","1.45","EUR"
"14.04.2024 20:00 - 14.04.2024 21:00","0.0","EUR"
"14.04.2024 21:00 - 14.04.2024 22:00","-0.05","EUR"
"14.04.2024 22:00 - 14.04.2024 23:00","-0.15","EUR"
"14.04.2024 23:00 - 15.04.2024 00:00","-1.73","EUR"
"15.04.2024 00:00 - 15.04.2024 01:00","-1.69","EUR"
"15.04.2024 01:00 - 15.04.2024 02:00","-0.58","EUR"
"15.04.2024 02:00 - 15.04.2024 03:00","-0.06","EUR"
"15.04.2024 03:00 - 15.04.2024 04:00","0.24","EUR"
"15.04.2024 04:00 - 15.04.2024 05:00","16.89","EUR"
"15.04.2024 05:00 - 15.04.2024 06:00","40.83","EUR"
"15.04.2024 06:00 - 15.04.2024 07:00","64.23","EUR"
"15.04.2024 07:00 - 15.04.2024 08:00","104.03","EUR"
"15.04.2024 08:00 - 15.04.2024 09:00","49.54","EUR"
"15.04.2024 09:00 - 15.04.2024 10:00","49.8","EUR"
"15.04.2024 10:00 - 15.04.2024 11:00","45.73","EUR"
"15.04.2024 11:00 - 15.04.2024 12:00","43.0","EUR"
"15.04.2024 12:00 - 15.04.2024 13:00","32.89","EUR"
"15.04.2024 13:00 - 15.04.2024 14:00","19.5","EUR"
"15.04.2024 14:00 - 15.04.2024 15:00","29.94","EUR"
"15.04.2024 15:00 - 15.04.2024 16:00","35.58","EUR"
"15.04.2024 16:00 - 15.04.2024 17:00","45.08","EUR"
"15.04.2024 17:00 - 15.04.2024 18:00","44.39","EUR"
"15.04.2024 18:00 - 15.04.2024 19:00","46.92","EUR"
"15.04.2024 19:00 - 15.04.2024 20:00","44.84","EUR"
"15.04.2024 20:00 - 15.04.2024 21:00","45.93","EUR"
"15.04.2024 21:00 - 15.04.2024 22:00","45.09","EUR"
"15.04.2024 22:00 - 15.04.2024 23:00","35.01","EUR"
"15.04.2024 23:00 - 16.04.2024 00:00","31.05","EUR"
"16.04.2024 00:00 - 16.04.2024 01:00","17.79","EUR"
"16.04.2024 01:00 - 16.04.2024 02:00","6.65","EUR"
"16.04.2024 02:00 - 16.04.2024 03:00","5.49","EUR"
"16.04.2024 03:00 - 16.04.2024 04:00","17.9","EUR"
"16.04.2024 04:00 - 16.04.2024 05:00","36.22","EUR"
"16.04.2024 05:00 - 16.04.2024 06:00","49.0","EUR"
"16.04.2024 06:00 - 16.04.2024 07:00","74.26","EUR"
"16.04.2024 07:00 - 16.04.2024 08:00","74.26","EUR"
"16.04.2024 08:00 - 16.04.2024 09:00","64.81","EUR"
"16.04.2024 09:00 - 16.04.2024 10:00","71.55","EUR"
"16.04.2024 10:00 - 16.04.2024 11:00","55.01","EUR"
"16.04.2024 11:00 - 16.04.2024 12:00","43.3","EUR"
"16.04.2024 12:00 - 16.04.2024 13:00","42.37","EUR"
"16.04.2024 13:00 - 16.04.2024 14:00","43.21","EUR"
"16.04.2024 14:00 - 16.04.2024 15:00","48.53","EUR"
"16.04.2024 15:00 - 16.04.2024 16:00","51.67","EUR"
"16.04.2024 16:00 - 16.04.2024 17:00","55.0","EUR"
"16.04.2024 17:00 - 16.04.2024 18:00","92.92","EUR"
"16.04.2024 18:00 - 16.04.2024 19:00","113.99","EUR"
"16.04.2024 19:00 - 16.04.2024 20:00","108.4","EUR"
"16.04.2024 20:00 - 16.04.2024 21:00","60.0","EUR"
"16.04.2024 21:00 - 16.04.2024 22:00","54.24","EUR"
"16.04.2024 22:00 - 16.04.2024 23:00","52.35","EUR"
"16.04.2024 23:00 - 17.04.2024 00:00","57.36","EUR"
"17.04.2024 00:00 - 17.04.2024 01:00","56.11","EUR"
"17.04.2024 01:00 - 17.04.2024 02:00","55.66","EUR"
"17.04.2024 02:00 - 17.04.2024 03:00","55.45","EUR"
"17.04.2024 03:00 - 17.04.2024 04:00","55.69","EUR"
"17.04.2024 04:00 - 17.04.2024 05:00","58.82","EUR"
"17.04.2024 05:00 - 17.04.2024 06:00","109.39","EUR"
"17.04.2024 06:00 - 17.04.2024 07:00","165.89","EUR"
"17.04.2024 07:00 - 17.04.2024 08:00","151.45","EUR"
"17.04.2024 08:00 - 17.04.2024 09:00","100.96","EUR"
"17.04.2024 09:00 - 17.04.2024 10:00","81.89","EUR"
"17.04.2024 10:00 - 17.04.2024 11:00","78.36","EUR"
"17.04.2024 11:00 - 17.04.2024 12:00","80.3","EUR"
"17.04.2024 12:00 - 17.04.2024 13:00","77.83","EUR"
"17.04.2024 13:00 - 17.04.2024 14:00","59.67","EUR"
"17.04.2024 14:00 - 17.04.2024 15:00","59.33","EUR"
"17.04.2024 15:00 - 17.04.2024 16:00","62.12","EUR"
"17.04.2024 16:00 - 17.04.2024 17:00","65.01","EUR"
"17.04.2024 17:00 - 17.04.2024 18:00","109.92","EUR"
"17.04.2024 18:00 - 17.04.2024 19:00","89.99","EUR"
"17.04.2024 19:00 - 17.04.2024 20:00","68.78","EUR"
"17.04.2024 20:00 - 17.04.2024 21:00","70.01","EUR"
"17.04.2024 21:00 - 17.04.2024 22:00","59.99","EUR"
"17.04.2024 22:00 - 17.04.2024 23:00","59.72","EUR"
"17.04.2024 23:00 - 18.04.2024 00:00","61.82","EUR"
"18.04.2024 00:00 - 18.04.2024 01:00","62.44","EUR"
"18.04.2024 01:00 - 18.04.2024 02:00","62.69","EUR"
"18.04.2024 02:00 - 18.04.2024 03:00","63.03","EUR"
"18.04.2024 03:00 - 18.04.2024 04:00","63.81","EUR"
"18.04.2024 04:00 - 18.04.2024 05:00","93.47","EUR"
"18.04.2024 05:00 - 18.04.2024 06:00","121.88","EUR"
"18.04.2024 06:00 - 18.04.2024 07:00","155.8","EUR"
"18.04.2024 07:00 - 18.04.2024 08:00","131.19","EUR"
"18.04.2024 08:00 - 18.04.2024 09:00","101.12","EUR"
"18.04.2024 09:00 - 18.04.2024 10:00","90.21","EUR"
"18.04.2024 10:00 - 18.04.2024 11:00","83.87","EUR"
"18.04.2024 11:00 - 18.04.2024 12:00","80.64","EUR"
"18.04.2024 12:00 - 18.04.2024 13:00","77.2","EUR"
"18.04.2024 13:00 - 18.04.2024 14:00","73.01","EUR"
"18.04.2024 14:00 - 18.04.2024 15:00","70.7","EUR"
"18.04.2024 15:00 - 18.04.2024 16:00","72.04","EUR"
"18.04.2024 16:00 - 18.04.2024 17:00","81.33","EUR"
"18.04.2024 17:00 - 18.04.2024 18:00","94.03","EUR"
"18.04.2024 18:00 - 18.04.2024 19:00","125.24","EUR"
"18.04.2024 19:00 - 18.04.2024 20:00","128.83","EUR"
"18.04.2024 20:00 - 18.04.2024 21:00","105.92","EUR"
"18.04.2024 21:00 - 18.04.2024 22:00","63.98","EUR"
"18.04.2024 22:00 - 18.04.2024 23:00","61.09","EUR"
"18.04.2024 23:00 - 19.04.2024 00:00","49.18","EUR"
"19.04.2024 00:00 - 19.04.2024 01:00","52.11","EUR"
"19.04.2024 01:00 - 19.04.2024 02:00","50.53","EUR"
"19.04.2024 02:00 - 19.04.2024 03:00","48.25","EUR"
"19.04.2024 03:00 - 19.04.2024 04:00","47.97","EUR"
"19.04.2024 04:00 - 19.04.2024 05:00","49.08","EUR"
"19.04.2024 05:00 - 19.04.2024 06:00","60.12","EUR"
"19.04.2024 06:00 - 19.04.2024 07:00","109.38","EUR"
"19.04.2024 07:00 - 19.04.2024 08:00","95.07","EUR"
"19.04.2024 08:00 - 19.04.2024 09:00","81.26","EUR"
"19.04.2024 09:00 - 19.04.2024 10:00","61.27","EUR"
"19.04.2024 10:00 - 19.04.2024 11:00","57.28","EUR"
"19.04.2024 11:00 - 19.04.2024 12:00","52.16","EUR"
"19.04.2024 12:00 - 19.04.2024 13:00","48.67","EUR"
"19.04.2024 13:00 - 19.04.2024 14:00","46.38","EUR"
"19.04.2024 14:00 - 19.04.2024 15:00","47.31","EUR"
"19.04.2024 15:00 - 19.04.2024 16:00","50.91","EUR"
"19.04.2024 16:00 - 19.04.2024 17:00","56.95","EUR"
"19.04.2024 17:00 - 19.04.2024 18:00","60.04","EUR"
"19.04.2024 18:00 - 19.04.2024 19:00","59.36","EUR"
"19.04.2024 19:00 - 19.04.2024 20:00","52.16","EUR"
"19.04.2024 20:00 - 19.04.2024 21:00","49.72","EUR"
"19.04.2024 21:00 - 19.04.2024 22:00","45.62","EUR"
"19.04.2024 22:00 - 19.04.2024 23:00","42.06","EUR"
"19.04.2024 23:00 - 20.04.2024 00:00","39.92","EUR"
"20.04.2024 00:00 - 20.04.2024 01:00","38.66","EUR"
"20.04.2024 01:00 - 20.04.2024 02:00","37.51","EUR"
"20.04.2024 02:00 - 20.04.2024 03:00","35.57","EUR"
"20.04.2024 03:00 - 20.04.2024 04:00","32.13","EUR"
"20.04.2024 04:00 - 20.04.2024 05:00","25.26","EUR"
"20.04.2024 05:00 - 20.04.2024 06:00","25.45","EUR"
"20.04.2024 06:00 - 20.04.2024 07:00","35.79","EUR"
"20.04.2024 07:00 - 20.04.2024 08:00","39.71","EUR"
"20.04.2024 08:00 - 20.04.2024 09:00","41.26","EUR"
"20.04.2024 09:00 - 20.04.2024 10:00","42.07","EUR"
"20.04.2024 10:00 - 20.04.2024 11:00","38.43","EUR"
"20.04.2024 11:00 - 20.04.2024 12:00","28.97","EUR"
"20.04.2024 12:00 - 20.04.2024 13:00","12.33","EUR"
"20.04.2024 13:00 - 20.04.2024 14:00","10.55","EUR"
"20.04.2024 14:00 - 20.04.2024 15:00","18.33","EUR"
"20.04.2024 15:00 - 20.04.2024 16:00","37.41","EUR"
"20.04.2024 16:00 - 20.04.2024 17:00","43.19","EUR"
"20.04.2024 17:00 - 20.04.2024 18:00","47.31","EUR"
"20.04.2024 18:00 - 20.04.2024 19:00","62.42","EUR"
"20.04.2024 19:00 - 20.04.2024 20:00","63.22","EUR"
"20.04.2024 20:00 - 20.04.2024 21:00","63.32","EUR"
"20.04.2024 21:00 - 20.04.2024 22:00","62.92","EUR"
"20.04.2024 22:00 - 20.04.2024 23:00","48.39","EUR"
"20.04.2024 23:00 - 21.04.2024 00:00","54.71","EUR"
"21.04.2024 00:00 - 21.04.2024 01:00","56.82","EUR"
"21.04.2024 01:00 - 21.04.2024 02:00","58.1","EUR"
"21.04.2024 02:00 - 21.04.2024 03:00","59.7","EUR"
"21.04.2024 03:00 - 21.04.2024 04:00","60.93","EUR"
"21.04.2024 04:00 - 21.04.2024 05:00","61.49","EUR"
"21.04.2024 05:00 - 21.04.2024 06:00","61.04","EUR"
"21.04.2024 06:00 - 21.04.2024 07:00","60.04","EUR"
"21.04.2024 07:00 - 21.04.2024 08:00","60.88","EUR"
"21.04.2024 08:00 - 21.04.2024 09:00","54.73","EUR"
"21.04.2024 09:00 - 21.04.2024 10:00","43.29","EUR"
"21.04.2024 10:00 - 21.04.2024 11:00","42.47","EUR"
"21.04.2024 11:00 - 21.04.2024 12:00","43.94","EUR"
"21.04.2024 12:00 - 21.04.2024 13:00","42.14","EUR"
"21.04.2024 13:00 - 21.04.2024 14:00","41.48","EUR"
"21.04.2024 14:00 - 21.04.2024 15:00","41.93","EUR"
"21.04.2024 15:00 - 21.04.2024 16:00","47.7","EUR"
"21.04.2024 16:00 - 21.04.2024 17:00","58.68","EUR"
"21.04.2024 17:00 - 21.04.2024 18:00","74.6","EUR"
"21.04.2024 18:00 - 21.04.2024 19:00","89.36","EUR"
"21.04.2024 19:00 - 21.04.2024 20:00","95.26","EUR"
"21.04.2024 20:00 - 21.04.2024 21:00","91.07","EUR"
"21.04.2024 21:00 - 21.04.2024 22:00","84.63","EUR"
"21.04.2024 22:00 - 21.04.2024 23:00","72.7","EUR"
"21.04.2024 23:00 - 22.04.2024 00:00","77.08","EUR"
"22.04.2024 00:00 - 22.04.2024 01:00","69.99","EUR"
"22.04.2024 01:00 - 22.04.2024 02:00","64.55","EUR"
"22.04.2024 02:00 - 22.04.2024 03:00","64.38","EUR"
"22.04.2024 03:00 - 22.04.2024 04:00","69.51","EUR"
"22.04.2024 04:00 - 22.04.2024 05:00","85.4","EUR"
"22.04.2024 05:00 - 22.04.2024 06:00","82.67","EUR"
"22.04.2024 06:00 - 22.04.2024 07:00","130.79","EUR"
"22.04.2024 07:00 - 22.04.2024 08:00","117.46","EUR"
"22.04.2024 08:00 - 22.04.2024 09:00","97.05","EUR"
"22.04.2024 09:00 - 22.04.2024 10:00","81.86","EUR"
"22.04.2024 10:00 - 22.04.2024 11:00","81.24","EUR"
"22.04.2024 11:00 - 22.04.2024 12:00","77.05","EUR"
"22.04.2024 12:00 - 22.04.2024 13:00","71.76","EUR"
"22.04.2024 13:00 - 22.04.2024 14:00","66.39","EUR"
"22.04.2024 14:00 - 22.04.2024 15:00","66.11","EUR"
"22.04.2024 15:00 - 22.04.2024 16:00","62.57","EUR"
"22.04.2024 16:00 - 22.04.2024 17:00","58.39","EUR"
"22.04.2024 17:00 - 22.04.2024 18:00","57.96","EUR"
"22.04.2024 18:00 - 22.04.2024 19:00","56.17","EUR"
"22.04.2024 19:00 - 22.04.2024 20:00","48.92","EUR"
"22.04.2024 20:00 - 22.04.2024 21:00","45.77","EUR"
"22.04.2024 21:00 - 22.04.2024 22:00","40.48","EUR"
"22.04.2024 22:00 - 22.04.2024 23:00","36.12","EUR"
"22.04.2024 23:00 - 23.04.2024 00:00","57.43","EUR"
"23.04.2024 00:00 - 23.04.2024 01:00","54.84","EUR"
