Month,Day,Hour,Beam Irradiance (W/m²),Diffuse Irradiance (W/m²),Ambient Temperature (°C),Wind Speed (m/s),Albedo,Plane of Array Irradiance (W/m²),Cell Temperature (°C),DC Array Output (W),AC System Output (W)
1,1,0,0.0,0.0,-17.2,0.0,0.6,0.0,-17.2,0.0,0.0
1,1,1,0.0,0.0,-17.4,0.0,0.6,0.0,-17.4,0.0,0.0
1,1,2,0.0,0.0,-16.7,0.0,0.6,0.0,-16.7,0.0,0.0
1,1,3,0.0,0.0,-16.6,0.0,0.6,0.0,-16.6,0.0,0.0
1,1,4,0.0,0.0,-16.1,0.0,0.6,0.0,-16.1,0.0,0.0
1,1,5,0.0,0.0,-16.2,0.0,0.6,0.0,-16.2,0.0,0.0
1,1,6,0.0,0.0,-16.3,0.0,0.6,0.0,-16.3,0.0,0.0
1,1,7,0.0,0.0,-16.0,0.0,0.6,0.0,-16.0,0.0,0.0
1,1,8,0.0,0.0,-16.0,0.0,0.6,0.0,-16.0,0.0,0.0
1,1,9,0.0,0.0,-15.8,0.0,0.6,0.0,-15.8,0.0,0.0
1,1,10,9.0,107.3,-15.8,0.0,0.6,21.67,-15.12,247.13,237.24
1,1,11,61.0,497.31,-15.8,0.0,0.6,115.02,-12.21,1300.0,1248.0
1,1,12,95.0,764.65,-15.8,0.0,0.6,177.79,-10.24,1997.19,1917.3
1,1,13,96.0,1088.4,-15.8,0.0,0.6,223.31,-8.82,2497.43,2397.53
1,1,14,68.0,2901.74,-15.7,0.0,0.6,465.74,-1.15,5083.67,4880.32
1,1,15,9.0,0.0,-15.8,0.0,0.6,-0.02,-15.8,-0.23,-0.22
1,1,16,0.0,0.0,-15.9,0.0,0.6,0.0,-15.9,0.0,0.0
1,1,17,0.0,0.0,-16.1,0.0,0.6,0.0,-16.1,0.0,0.0
1,1,18,0.0,0.0,-16.0,0.0,0.6,0.0,-16.0,0.0,0.0
1,1,19,0.0,0.0,-16.1,0.0,0.6,0.0,-16.1,0.0,0.0
1,1,20,0.0,0.0,-16.1,0.0,0.6,0.0,-16.1,0.0,0.0
1,1,21,0.0,0.0,-16.2,0.0,0.6,0.0,-16.2,0.0,0.0
1,1,22,0.0,0.0,-16.5,0.0,0.6,0.0,-16.5,0.0,0.0
1,1,23,0.0,0.0,-16.4,0.0,0.6,0.0,-16.4,0.0,0.0
1,2,0,0.0,0.0,-16.4,0.0,0.6,0.0,-16.4,0.0,0.0
1,2,1,0.0,0.0,-16.4,0.0,0.6,0.0,-16.4,0.0,0.0
1,2,2,0.0,0.0,-16.4,0.0,0.6,0.0,-16.4,0.0,0.0
1,2,3,0.0,0.0,-16.4,0.0,0.6,0.0,-16.4,0.0,0.0
1,2,4,0.0,0.0,-16.3,0.0,0.6,0.0,-16.3,0.0,0.0
1,2,5,0.0,0.0,-16.3,0.0,0.6,0.0,-16.3,0.0,0.0
1,2,6,0.0,0.0,-16.4,0.0,0.6,0.0,-16.4,0.0,0.0
1,2,7,0.0,0.0,-16.3,0.0,0.6,0.0,-16.3,0.0,0.0
1,2,8,0.0,0.0,-16.4,0.0,0.6,0.0,-16.4,0.0,0.0
1,2,9,0.0,0.0,-16.4,0.0,0.6,0.0,-16.4,0.0,0.0
1,2,10,7.0,82.26,-16.2,0.0,0.6,16.69,-15.68,190.66,183.04
1,2,11,32.0,257.5,-16.2,0.0,0.6,59.88,-14.33,681.23,653.98
1,2,12,50.0,396.35,-16.1,0.0,0.6,92.75,-13.2,1051.51,1009.45
1,2,13,51.0,565.18,-16.2,0.0,0.6,116.81,-12.55,1321.62,1268.75
1,2,14,68.0,2676.45,-16.1,0.0,0.6,432.97,-2.57,4747.49,4557.59
1,2,15,21.0,0.0,-16.1,0.0,0.6,-0.05,-16.1,-0.57,-0.55
1,2,16,0.0,0.0,-16.1,0.0,0.6,0.0,-16.1,0.0,0.0
1,2,17,0.0,0.0,-16.1,0.0,0.6,0.0,-16.1,0.0,0.0
1,2,18,0.0,0.0,-16.1,0.0,0.6,0.0,-16.1,0.0,0.0
1,2,19,0.0,0.0,-16.1,0.0,0.6,0.0,-16.1,0.0,0.0
1,2,20,0.0,0.0,-16.1,0.0,0.6,0.0,-16.1,0.0,0.0
1,2,21,0.0,0.0,-16.0,0.0,0.6,0.0,-16.0,0.0,0.0
1,2,22,0.0,0.0,-16.2,0.0,0.6,0.0,-16.2,0.0,0.0
1,2,23,0.0,0.0,-16.1,0.0,0.6,0.0,-16.1,0.0,0.0
1,3,0,0.0,0.0,-16.2,0.0,0.6,0.0,-16.2,0.0,0.0
1,3,1,0.0,0.0,-16.2,0.0,0.6,0.0,-16.2,0.0,0.0
1,3,2,0.0,0.0,-16.3,0.0,0.6,0.0,-16.3,0.0,0.0
1,3,3,0.0,0.0,-16.3,0.0,0.6,0.0,-16.3,0.0,0.0
1,3,4,0.0,0.0,-16.3,0.0,0.6,0.0,-16.3,0.0,0.0
1,3,5,0.0,0.0,-16.4,0.0,0.6,0.0,-16.4,0.0,0.0
1,3,6,0.0,0.0,-16.4,0.0,0.6,0.0,-16.4,0.0,0.0
1,3,7,0.0,0.0,-16.1,0.0,0.6,0.0,-16.1,0.0,0.0
1,3,8,0.0,0.0,-16.2,0.0,0.6,0.0,-16.2,0.0,0.0
1,3,9,0.0,0.0,-16.2,0.0,0.6,0.0,-16.2,0.0,0.0
1,3,10,11.0,127.23,-16.2,0.0,0.6,25.94,-15.39,296.07,284.23
1,3,11,63.0,499.84,-16.3,0.0,0.6,116.92,-12.65,1323.27,1270.34
1,3,12,87.0,678.56,-16.4,0.0,0.6,159.89,-11.4,1802.6,1730.5
1,3,13,96.0,1038.84,-16.4,0.0,0.6,216.37,-9.64,2426.03,2328.99
1,3,14,69.0,2509.12,-16.4,0.0,0.6,409.29,-3.61,4502.74,4322.63
1,3,15,13.0,0.0,-16.4,0.0,0.6,-0.03,-16.4,-0.34,-0.33
1,3,16,0.0,0.0,-16.3,0.0,0.6,0.0,-16.3,0.0,0.0
1,3,17,0.0,0.0,-16.3,0.0,0.6,0.0,-16.3,0.0,0.0
1,3,18,0.0,0.0,-16.2,0.0,0.6,0.0,-16.2,0.0,0.0
1,3,19,0.0,0.0,-16.2,0.0,0.6,0.0,-16.2,0.0,0.0
1,3,20,0.0,0.0,-16.1,0.0,0.6,0.0,-16.1,0.0,0.0
1,3,21,0.0,0.0,-16.0,0.0,0.6,0.0,-16.0,0.0,0.0
1,3,22,0.0,0.0,-15.9,0.0,0.6,0.0,-15.9,0.0,0.0
1,3,23,0.0,0.0,-15.8,0.0,0.6,0.0,-15.8,0.0,0.0
1,4,0,0.0,0.0,-15.7,0.0,0.6,0.0,-15.7,0.0,0.0
1,4,1,0.0,0.0,-15.7,0.0,0.6,0.0,-15.7,0.0,0.0
1,4,2,0.0,0.0,-15.6,0.0,0.6,0.0,-15.6,0.0,0.0
1,4,3,0.0,0.0,-15.6,0.0,0.6,0.0,-15.6,0.0,0.0
1,4,4,0.0,0.0,-15.7,0.0,0.6,0.0,-15.7,0.0,0.0
1,4,5,0.0,0.0,-15.7,0.0,0.6,0.0,-15.7,0.0,0.0
1,4,6,0.0,0.0,-15.6,0.0,0.6,0.0,-15.6,0.0,0.0
1,4,7,0.0,0.0,-15.6,0.0,0.6,0.0,-15.6,0.0,0.0
1,4,8,0.0,0.0,-15.6,0.0,0.6,0.0,-15.6,0.0,0.0
1,4,9,0.0,0.0,-15.7,0.0,0.6,0.0,-15.7,0.0,0.0
1,4,10,16.0,181.89,-15.7,0.0,0.6,37.29,-14.53,424.49,407.51
1,4,11,62.0,484.53,-15.7,0.0,0.6,114.07,-12.14,1288.98,1237.42
1,4,12,79.0,605.69,-15.6,0.0,0.6,143.77,-11.11,1619.4,1554.63
1,4,13,100.0,1055.68,-15.6,0.0,0.6,221.69,-8.67,2478.15,2379.02
1,4,14,70.0,2355.83,-15.6,0.0,0.6,387.66,-3.49,4263.16,4092.63
1,4,15,17.0,0.0,-15.6,0.0,0.6,-0.04,-15.6,-0.46,-0.44
1,4,16,0.0,0.0,-15.6,0.0,0.6,0.0,-15.6,0.0,0.0
1,4,17,0.0,0.0,-15.6,0.0,0.6,0.0,-15.6,0.0,0.0
1,4,18,0.0,0.0,-15.7,0.0,0.6,0.0,-15.7,0.0,0.0
1,4,19,0.0,0.0,-15.8,0.0,0.6,0.0,-15.8,0.0,0.0
1,4,20,0.0,0.0,-15.9,0.0,0.6,0.0,-15.9,0.0,0.0
1,4,21,0.0,0.0,-15.9,0.0,0.6,0.0,-15.9,0.0,0.0
1,4,22,0.0,0.0,-16.1,0.0,0.6,0.0,-16.1,0.0,0.0
1,4,23,0.0,0.0,-16.1,0.0,0.6,0.0,-16.1,0.0,0.0
1,5,0,0.0,0.0,-16.2,0.0,0.6,0.0,-16.2,0.0,0.0
1,5,1,0.0,0.0,-16.4,0.0,0.6,0.0,-16.4,0.0,0.0
1,5,2,0.0,0.0,-16.5,0.0,0.6,0.0,-16.5,0.0,0.0
1,5,3,0.0,0.0,-16.6,0.0,0.6,0.0,-16.6,0.0,0.0
1,5,4,0.0,0.0,-16.6,0.0,0.6,0.0,-16.6,0.0,0.0
1,5,5,0.0,0.0,-16.8,0.0,0.6,0.0,-16.8,0.0,0.0
1,5,6,0.0,0.0,-16.9,0.0,0.6,0.0,-16.9,0.0,0.0
1,5,7,0.0,0.0,-17.1,0.0,0.6,0.0,-17.1,0.0,0.0
1,5,8,0.0,0.0,-17.2,0.0,0.6,0.0,-17.2,0.0,0.0
1,5,9,0.0,0.0,-17.3,0.0,0.6,0.0,-17.3,0.0,0.0
1,5,10,7.0,78.12,-17.4,0.0,0.6,43.06,-16.05,492.47,472.77
1,5,11,41.0,315.3,-17.5,0.0,0.6,74.74,-15.16,852.45,818.36
1,5,12,41.0,308.73,-17.6,0.0,0.6,73.86,-15.29,842.75,809.04
1,5,13,63.0,648.26,-17.6,0.0,0.6,137.32,-13.31,1557.33,1495.03
1,5,14,56.0,1747.33,-17.6,0.0,0.6,290.19,-8.53,3242.45,3112.75
1,5,15,15.0,0.0,-17.6,0.0,0.6,-0.03,-17.6,-0.34,-0.33
1,5,16,0.0,0.0,-17.6,0.0,0.6,0.0,-17.6,0.0,0.0
1,5,17,0.0,0.0,-17.6,0.0,0.6,0.0,-17.6,0.0,0.0
1,5,18,0.0,0.0,-17.5,0.0,0.6,0.0,-17.5,0.0,0.0
1,5,19,0.0,0.0,-17.5,0.0,0.6,0.0,-17.5,0.0,0.0
1,5,20,0.0,0.0,-17.6,0.0,0.6,0.0,-17.6,0.0,0.0
1,5,21,0.0,0.0,-17.6,0.0,0.6,0.0,-17.6,0.0,0.0
1,5,22,0.0,0.0,-17.7,0.0,0.6,0.0,-17.7,0.0,0.0
1,5,23,0.0,0.0,-17.9,0.0,0.6,0.0,-17.9,0.0,0.0
1,6,0,0.0,0.0,-17.9,0.0,0.6,0.0,-17.9,0.0,0.0
1,6,1,0.0,0.0,-17.9,0.0,0.6,0.0,-17.9,0.0,0.0
1,6,2,0.0,0.0,-17.9,0.0,0.6,0.0,-17.9,0.0,0.0
1,6,3,0.0,0.0,-17.8,0.0,0.6,0.0,-17.8,0.0,0.0
1,6,4,0.0,0.0,-17.8,0.0,0.6,0.0,-17.8,0.0,0.0
1,6,5,0.0,0.0,-17.7,0.0,0.6,0.0,-17.7,0.0,0.0
1,6,6,0.0,0.0,-17.7,0.0,0.6,0.0,-17.7,0.0,0.0
1,6,7,0.0,0.0,-17.8,0.0,0.6,0.0,-17.8,0.0,0.0
1,6,8,0.0,0.0,-17.9,0.0,0.6,0.0,-17.9,0.0,0.0
1,6,9,0.0,0.0,-17.9,0.0,0.6,0.0,-17.9,0.0,0.0
1,6,10,9.0,98.47,-18.0,0.0,0.6,20.43,-17.36,234.59,225.21
1,6,11,67.0,506.56,-18.0,0.0,0.6,120.97,-14.22,1375.76,1320.73
1,6,12,83.0,613.33,-18.0,0.0,0.6,147.96,-13.38,1678.35,1611.22
1,6,13,58.0,581.26,-18.1,0.0,0.6,124.26,-14.22,1413.17,1356.64
1,6,14,84.0,2434.34,-18.0,0.0,0.6,408.21,-5.24,4514.15,4333.58
1,6,15,28.0,0.0,-18.1,0.0,0.6,-0.06,-18.1,-0.69,-0.66
1,6,16,0.0,0.0,-18.1,0.0,0.6,0.0,-18.1,0.0,0.0
1,6,17,0.0,0.0,-18.0,0.0,0.6,0.0,-18.0,0.0,0.0
1,6,18,0.0,0.0,-18.0,0.0,0.6,0.0,-18.0,0.0,0.0
1,6,19,0.0,0.0,-18.1,0.0,0.6,0.0,-18.1,0.0,0.0
1,6,20,0.0,0.0,-18.1,0.0,0.6,0.0,-18.1,0.0,0.0
1,6,21,0.0,0.0,-18.1,0.0,0.6,0.0,-18.1,0.0,0.0
1,6,22,0.0,0.0,-18.3,0.0,0.6,0.0,-18.3,0.0,0.0
1,6,23,0.0,0.0,-18.3,0.0,0.6,0.0,-18.3,0.0,0.0
1,7,0,0.0,0.0,-18.4,0.0,0.6,0.0,-18.4,0.0,0.0
1,7,1,0.0,0.0,-18.4,0.0,0.6,0.0,-18.4,0.0,0.0
1,7,2,0.0,0.0,-18.5,0.0,0.6,0.0,-18.5,0.0,0.0
1,7,3,0.0,0.0,-18.4,0.0,0.6,0.0,-18.4,0.0,0.0
1,7,4,0.0,0.0,-18.5,0.0,0.6,0.0,-18.5,0.0,0.0
1,7,5,0.0,0.0,-18.6,0.0,0.6,0.0,-18.6,0.0,0.0
1,7,6,0.0,0.0,-18.5,0.0,0.6,0.0,-18.5,0.0,0.0
1,7,7,0.0,0.0,-18.3,0.0,0.6,0.0,-18.3,0.0,0.0
1,7,8,0.0,0.0,-18.3,0.0,0.6,0.0,-18.3,0.0,0.0
1,7,9,0.0,0.0,-18.3,0.0,0.6,0.0,-18.3,0.0,0.0
1,7,10,19.0,203.56,-18.2,0.0,0.6,42.54,-16.87,487.74,468.23
1,7,11,70.0,519.85,-18.2,0.0,0.6,125.13,-14.29,1423.37,1366.44
1,7,12,101.0,731.83,-18.2,0.0,0.6,178.11,-12.63,2015.68,1935.05
1,7,13,105.0,1024.12,-18.4,0.0,0.6,221.05,-11.49,2492.81,2393.1
1,7,14,78.0,2103.18,-18.5,0.0,0.6,356.26,-7.37,3966.22,3807.58
1,7,15,22.0,0.0,-18.5,0.0,0.6,-0.04,-18.5,-0.46,-0.44
1,7,16,0.0,0.0,-18.6,0.0,0.6,0.0,-18.6,0.0,0.0
1,7,17,0.0,0.0,-18.6,0.0,0.6,0.0,-18.6,0.0,0.0
1,7,18,0.0,0.0,-18.6,0.0,0.6,0.0,-18.6,0.0,0.0
1,7,19,0.0,0.0,-18.6,0.0,0.6,0.0,-18.6,0.0,0.0
1,7,20,0.0,0.0,-18.5,0.0,0.6,0.0,-18.5,0.0,0.0
1,7,21,0.0,0.0,-18.5,0.0,0.6,0.0,-18.5,0.0,0.0
1,7,22,0.0,0.0,-18.4,0.0,0.6,0.0,-18.4,0.0,0.0
1,7,23,0.0,0.0,-18.4,0.0,0.6,0.0,-18.4,0.0,0.0
1,8,0,0.0,0.0,-18.4,0.0,0.6,0.0,-18.4,0.0,0.0
1,8,1,0.0,0.0,-18.3,0.0,0.6,0.0,-18.3,0.0,0.0
1,8,2,0.0,0.0,-18.3,0.0,0.6,0.0,-18.3,0.0,0.0
1,8,3,0.0,0.0,-18.2,0.0,0.6,0.0,-18.2,0.0,0.0
1,8,4,0.0,0.0,-18.3,0.0,0.6,0.0,-18.3,0.0,0.0
1,8,5,0.0,0.0,-18.3,0.0,0.6,0.0,-18.3,0.0,0.0
1,8,6,0.0,0.0,-18.2,0.0,0.6,0.0,-18.2,0.0,0.0
1,8,7,0.0,0.0,-18.3,0.0,0.6,0.0,-18.3,0.0,0.0
1,8,8,0.0,0.0,-18.1,0.0,0.6,0.0,-18.1,0.0,0.0
1,8,9,0.0,0.0,-18.1,0.0,0.6,0.0,-18.1,0.0,0.0
1,8,10,12.0,125.75,-18.1,0.0,0.6,26.47,-17.27,303.86,291.71
1,8,11,14.0,102.04,-17.9,0.0,0.6,67.15,-15.8,767.39,736.69
1,8,12,27.0,191.69,-17.9,0.0,0.6,47.09,-16.43,539.18,517.62
1,8,13,40.0,379.45,-17.9,0.0,0.6,82.73,-15.31,944.02,906.26
1,8,14,53.0,1331.98,-18.0,0.0,0.6,228.02,-10.87,2566.47,2463.81
1,8,15,18.0,0.0,-17.9,0.0,0.6,-0.03,-17.9,-0.35,-0.33
1,8,16,0.0,0.0,-17.8,0.0,0.6,0.0,-17.8,0.0,0.0
1,8,17,0.0,0.0,-17.8,0.0,0.6,0.0,-17.8,0.0,0.0
1,8,18,0.0,0.0,-17.8,0.0,0.6,0.0,-17.8,0.0,0.0
1,8,19,0.0,0.0,-17.7,0.0,0.6,0.0,-17.7,0.0,0.0
1,8,20,0.0,0.0,-17.7,0.0,0.6,0.0,-17.7,0.0,0.0
1,8,21,0.0,0.0,-17.6,0.0,0.6,0.0,-17.6,0.0,0.0
1,8,22,0.0,0.0,-17.4,0.0,0.6,0.0,-17.4,0.0,0.0
1,8,23,0.0,0.0,-17.2,0.0,0.6,0.0,-17.2,0.0,0.0
1,9,0,0.0,0.0,-17.1,0.0,0.6,0.0,-17.1,0.0,0.0
1,9,1,0.0,0.0,-16.9,0.0,0.6,0.0,-16.9,0.0,0.0
1,9,2,0.0,0.0,-17.0,0.0,0.6,0.0,-17.0,0.0,0.0
1,9,3,0.0,0.0,-16.8,0.0,0.6,0.0,-16.8,0.0,0.0
1,9,4,0.0,0.0,-16.7,0.0,0.6,0.0,-16.7,0.0,0.0
1,9,5,0.0,0.0,-16.7,0.0,0.6,0.0,-16.7,0.0,0.0
1,9,6,0.0,0.0,-16.7,0.0,0.6,0.0,-16.7,0.0,0.0
1,9,7,0.0,0.0,-16.6,0.0,0.6,0.0,-16.6,0.0,0.0
1,9,8,0.0,0.0,-16.5,0.0,0.6,0.0,-16.5,0.0,0.0
1,9,9,0.0,0.0,-16.4,0.0,0.6,0.0,-16.4,0.0,0.0
1,9,10,20.0,204.8,-16.4,0.0,0.6,43.46,-15.04,495.5,475.68
1,9,11,81.0,578.96,-16.3,0.0,0.6,141.78,-11.87,1600.76,1536.73
1,9,12,122.0,848.1,-16.0,0.0,0.6,210.37,-9.43,2357.21,2262.92
1,9,13,162.0,1493.75,-15.8,0.0,0.6,329.13,-5.51,3642.76,3497.05
1,9,14,33.0,774.31,-15.8,0.0,0.6,134.02,-11.61,1511.93,1451.45
1,9,15,37.0,0.0,-15.7,0.0,0.6,-0.06,-15.7,-0.69,-0.66
1,9,16,0.0,0.0,-15.6,0.0,0.6,0.0,-15.6,0.0,0.0
1,9,17,0.0,0.0,-15.7,0.0,0.6,0.0,-15.7,0.0,0.0
1,9,18,0.0,0.0,-15.7,0.0,0.6,0.0,-15.7,0.0,0.0
1,9,19,0.0,0.0,-15.6,0.0,0.6,0.0,-15.6,0.0,0.0
1,9,20,0.0,0.0,-15.5,0.0,0.6,0.0,-15.5,0.0,0.0
1,9,21,0.0,0.0,-15.5,0.0,0.6,0.0,-15.5,0.0,0.0
1,9,22,0.0,0.0,-15.4,0.0,0.6,0.0,-15.4,0.0,0.0
1,9,23,0.0,0.0,-15.4,0.0,0.6,0.0,-15.4,0.0,0.0
1,10,0,0.0,0.0,-15.2,0.0,0.6,0.0,-15.2,0.0,0.0
1,10,1,0.0,0.0,-15.1,0.0,0.6,0.0,-15.1,0.0,0.0
1,10,2,0.0,0.0,-15.1,0.0,0.6,0.0,-15.1,0.0,0.0
1,10,3,0.0,0.0,-15.1,0.0,0.6,0.0,-15.1,0.0,0.0
1,10,4,0.0,0.0,-15.2,0.0,0.6,0.0,-15.2,0.0,0.0
1,10,5,0.0,0.0,-15.4,0.0,0.6,0.0,-15.4,0.0,0.0
1,10,6,0.0,0.0,-15.5,0.0,0.6,0.0,-15.5,0.0,0.0
1,10,7,0.0,0.0,-15.7,0.0,0.6,0.0,-15.7,0.0,0.0
1,10,8,0.0,0.0,-15.8,0.0,0.6,0.0,-15.8,0.0,0.0
1,10,9,0.0,0.0,-15.9,0.0,0.6,0.0,-15.9,0.0,0.0
1,10,10,26.0,259.91,-15.9,0.0,0.6,55.61,-14.16,632.32,607.03
1,10,11,57.0,399.24,-15.8,0.0,0.6,98.68,-12.72,1117.08,1072.39
1,10,12,50.0,340.11,-15.6,0.0,0.6,85.23,-12.94,965.48,926.86
1,10,13,74.0,662.88,-15.6,0.0,0.6,147.67,-10.99,1662.71,1596.2
1,10,14,72.0,1579.91,-15.5,0.0,0.6,276.59,-6.86,3074.33,2951.35
1,10,15,18.0,0.0,-15.4,0.0,0.6,-0.03,-15.4,-0.34,-0.33
1,10,16,3.0,0.0,-15.5,0.0,0.6,-0.02,-15.5,-0.23,-0.22
1,10,17,0.0,0.0,-15.4,0.0,0.6,0.0,-15.4,0.0,0.0
1,10,18,0.0,0.0,-15.3,0.0,0.6,0.0,-15.3,0.0,0.0
1,10,19,0.0,0.0,-15.2,0.0,0.6,0.0,-15.2,0.0,0.0
1,10,20,0.0,0.0,-15.3,0.0,0.6,0.0,-15.3,0.0,0.0
1,10,21,0.0,0.0,-15.3,0.0,0.6,0.0,-15.3,0.0,0.0
1,10,22,0.0,0.0,-15.2,0.0,0.6,0.0,-15.2,0.0,0.0
1,10,23,0.0,0.0,-15.4,0.0,0.6,0.0,-15.4,0.0,0.0
1,11,0,0.0,0.0,-15.4,0.0,0.6,0.0,-15.4,0.0,0.0
1,11,1,0.0,0.0,-15.5,0.0,0.6,0.0,-15.5,0.0,0.0
1,11,2,0.0,0.0,-15.4,0.0,0.6,0.0,-15.4,0.0,0.0
1,11,3,0.0,0.0,-15.5,0.0,0.6,0.0,-15.5,0.0,0.0
1,11,4,0.0,0.0,-15.5,0.0,0.6,0.0,-15.5,0.0,0.0
1,11,5,0.0,0.0,-15.7,0.0,0.6,0.0,-15.7,0.0,0.0
1,11,6,0.0,0.0,-15.8,0.0,0.6,0.0,-15.8,0.0,0.0
1,11,7,0.0,0.0,-16.0,0.0,0.6,0.0,-16.0,0.0,0.0
1,11,8,0.0,0.0,-16.3,0.0,0.6,0.0,-16.3,0.0,0.0
1,11,9,0.0,0.0,-16.5,0.0,0.6,0.0,-16.5,0.0,0.0
1,11,10,24.0,233.99,-16.7,0.0,0.6,50.51,-15.12,576.03,552.99
1,11,11,77.0,528.11,-16.8,0.0,0.6,131.82,-12.68,1492.04,1432.36
1,11,12,115.0,764.95,-16.9,0.0,0.6,193.74,-10.85,2180.5,2093.28
1,11,13,121.0,1052.49,-17.1,0.0,0.6,237.15,-9.69,2659.44,2553.06
1,11,14,91.0,1870.45,-17.3,0.0,0.6,331.35,-6.95,3684.03,3536.67
1,11,15,41.0,0.0,-17.4,0.0,0.6,-0.06,-17.4,-0.69,-0.66
1,11,16,0.0,0.0,-17.5,0.0,0.6,0.0,-17.5,0.0,0.0
1,11,17,0.0,0.0,-17.6,0.0,0.6,0.0,-17.6,0.0,0.0
1,11,18,0.0,0.0,-17.7,0.0,0.6,0.0,-17.7,0.0,0.0
1,11,19,0.0,0.0,-17.8,0.0,0.6,0.0,-17.8,0.0,0.0
1,11,20,0.0,0.0,-17.9,0.0,0.6,0.0,-17.9,0.0,0.0
1,11,21,0.0,0.0,-18.1,0.0,0.6,0.0,-18.1,0.0,0.0
1,11,22,0.0,0.0,-18.1,0.0,0.6,0.0,-18.1,0.0,0.0
1,11,23,0.0,0.0,-18.2,0.0,0.6,0.0,-18.2,0.0,0.0
1,12,0,0.0,0.0,-18.4,0.0,0.6,0.0,-18.4,0.0,0.0
1,12,1,0.0,0.0,-18.5,0.0,0.6,0.0,-18.5,0.0,0.0
1,12,2,0.0,0.0,-18.5,0.0,0.6,0.0,-18.5,0.0,0.0
1,12,3,0.0,0.0,-18.4,0.0,0.6,0.0,-18.4,0.0,0.0
1,12,4,0.0,0.0,-18.5,0.0,0.6,0.0,-18.5,0.0,0.0
1,12,5,0.0,0.0,-18.6,0.0,0.6,0.0,-18.6,0.0,0.0
1,12,6,0.0,0.0,-18.6,0.0,0.6,0.0,-18.6,0.0,0.0
1,12,7,0.0,0.0,-18.6,0.0,0.6,0.0,-18.6,0.0,0.0
1,12,8,0.0,0.0,-18.6,0.0,0.6,0.0,-18.6,0.0,0.0
1,12,9,0.0,0.0,-18.7,0.0,0.6,0.0,-18.7,0.0,0.0
1,12,10,5.0,47.51,-18.6,0.0,0.6,35.24,-17.5,404.82,388.63
1,12,11,30.0,201.35,-18.6,0.0,0.6,50.78,-17.01,582.46,559.17
1,12,12,31.0,201.53,-18.7,0.0,0.6,51.61,-17.09,592.13,568.44
1,12,13,56.0,472.79,-18.7,0.0,0.6,107.8,-15.33,1230.17,1180.96
1,12,14,29.0,559.22,-18.9,0.0,0.6,100.29,-15.77,1146.01,1100.17
1,12,15,17.0,0.0,-19.0,0.0,0.6,-0.02,-19.0,-0.23,-0.22
1,12,16,0.0,0.0,-18.9,0.0,0.6,0.0,-18.9,0.0,0.0
1,12,17,0.0,0.0,-19.0,0.0,0.6,0.0,-19.0,0.0,0.0
1,12,18,0.0,0.0,-19.2,0.0,0.6,0.0,-19.2,0.0,0.0
1,12,19,0.0,0.0,-19.3,0.0,0.6,0.0,-19.3,0.0,0.0
1,12,20,0.0,0.0,-19.3,0.0,0.6,0.0,-19.3,0.0,0.0
1,12,21,0.0,0.0,-19.4,0.0,0.6,0.0,-19.4,0.0,0.0
1,12,22,0.0,0.0,-19.5,0.0,0.6,0.0,-19.5,0.0,0.0
1,12,23,0.0,0.0,-19.5,0.0,0.6,0.0,-19.5,0.0,0.0
1,13,0,0.0,0.0,-19.5,0.0,0.6,0.0,-19.5,0.0,0.0
1,13,1,0.0,0.0,-19.5,0.0,0.6,0.0,-19.5,0.0,0.0
1,13,2,0.0,0.0,-19.4,0.0,0.6,0.0,-19.4,0.0,0.0
1,13,3,0.0,0.0,-19.3,0.0,0.6,0.0,-19.3,0.0,0.0
1,13,4,0.0,0.0,-19.2,0.0,0.6,0.0,-19.2,0.0,0.0
1,13,5,0.0,0.0,-19.2,0.0,0.6,0.0,-19.2,0.0,0.0
1,13,6,0.0,0.0,-19.2,0.0,0.6,0.0,-19.2,0.0,0.0
1,13,7,0.0,0.0,-19.0,0.0,0.6,0.0,-19.0,0.0,0.0
1,13,8,0.0,0.0,-18.9,0.0,0.6,0.0,-18.9,0.0,0.0
1,13,9,0.0,0.0,-18.7,0.0,0.6,0.0,-18.7,0.0,0.0
1,13,10,5.0,46.26,-18.7,0.0,0.6,35.32,-17.6,405.86,389.63
1,13,11,24.0,157.52,-18.8,0.0,0.6,40.15,-17.55,461.29,442.84
1,13,12,31.0,196.85,-18.7,0.0,0.6,51.0,-17.11,585.17,561.76
1,13,13,31.0,253.94,-18.8,0.0,0.6,58.62,-16.97,672.31,645.42
1,13,14,30.0,543.56,-19.0,0.0,0.6,98.73,-15.91,1128.67,1083.52
1,13,15,11.0,0.0,-19.1,0.0,0.6,-0.01,-19.1,-0.12,-0.11
1,13,16,0.0,0.0,-19.1,0.0,0.6,0.0,-19.1,0.0,0.0
1,13,17,0.0,0.0,-19.0,0.0,0.6,0.0,-19.0,0.0,0.0
1,13,18,0.0,0.0,-19.1,0.0,0.6,0.0,-19.1,0.0,0.0
1,13,19,0.0,0.0,-19.0,0.0,0.6,0.0,-19.0,0.0,0.0
1,13,20,0.0,0.0,-18.9,0.0,0.6,0.0,-18.9,0.0,0.0
1,13,21,0.0,0.0,-18.8,0.0,0.6,0.0,-18.8,0.0,0.0
1,13,22,0.0,0.0,-19.0,0.0,0.6,0.0,-19.0,0.0,0.0
1,13,23,0.0,0.0,-18.8,0.0,0.6,0.0,-18.8,0.0,0.0
